	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
333	flaming	1.0	0.0447	so 12	1.0	0.0448	together into one	1.0	0.0448	good 11 and god	1.0	0.0448	seed according to their own	1.0	0.0448	third day 14 and god said	1	0.0448
334	sword	1.0	0.0447	earth brought	1.0	0.0448	into one place	1.0	0.0448	11 and god said	1.0	0.0448	according to their own kinds	1.0	0.0448	day 14 and god said let	1	0.0448
335	turned	1.0	0.0447	brought forth	1.0	0.0448	one place and	1.0	0.0448	let the earth sprout	1.0	0.0448	to their own kinds and	1.0	0.0448	14 and god said let there	1	0.0448
336	guard	1.0	0.0447	forth vegetation	1.0	0.0448	place and let	1.0	0.0448	the earth sprout vegetation	1.0	0.0448	their own kinds and trees	1.0	0.0448	god said let there be lights	1	0.0448
337				plants yielding	1.0	0.0448	and let the	1.0	0.0448	earth sprout vegetation plants	1.0	0.0448	own kinds and trees bearing	1.0	0.0448	said let there be lights in	1	0.0448
338				seed according	1.0	0.0448	let the dry	1.0	0.0448	sprout vegetation plants e	1.0	0.0448	kinds and trees bearing fruit	1.0	0.0448	let there be lights in the	1	0.0448
339				own kinds	1.0	0.0448	dry land appear	1.0	0.0448	vegetation plants e yielding	1.0	0.0448	and trees bearing fruit in	1.0	0.0448	there be lights in the expanse	1	0.0448
340				and trees	1.0	0.0448	land appear and	1.0	0.0448	plants e yielding seed	1.0	0.0448	that it was good 13	1.0	0.0448	expanse of the heavens to separate	1	0.0448
341				good 13	1.0	0.0448	appear and it	1.0	0.0448	e yielding seed and	1.0	0.0448	it was good 13 and	1.0	0.0448	of the heavens to separate the	1	0.0448
342				13 and	1.0	0.0448	was so 10	1.0	0.0448	yielding seed and fruit	1.0	0.0448	was good 13 and there	1.0	0.0448	the heavens to separate the day	1	0.0448
343				third day	1.0	0.0448	so 10 god	1.0	0.0448	seed and fruit trees	1.0	0.0448	good 13 and there was	1.0	0.0448	heavens to separate the day from	1	0.0448
344				day 14	1.0	0.0448	10 god called	1.0	0.0448	and fruit trees bearing	1.0	0.0448	13 and there was evening	1.0	0.0448	to separate the day from the	1	0.0448
345				for signs	1.0	0.0448	called the dry	1.0	0.0448	fruit trees bearing fruit	1.0	0.0448	there was morning the third	1.0	0.0448	separate the day from the night	1	0.0448
346				signs and	1.0	0.0448	dry land earth	1.0	0.0448	to its kind on	1.0	0.0448	was morning the third day	1.0	0.0448	the day from the night and	1	0.0448
347				for seasons	1.0	0.0448	land earth d	1.0	0.0448	its kind on the	1.0	0.0448	morning the third day 14	1.0	0.0448	day from the night and let	1	0.0448
348				seasons f	1.0	0.0448	earth d and	1.0	0.0448	kind on the earth	1.0	0.0448	the third day 14 and	1.0	0.0448	from the night and let them	1	0.0448
349				f and	1.0	0.0448	and the waters	1.0	0.0448	on the earth and	1.0	0.0448	third day 14 and god	1.0	0.0448	the night and let them be	1	0.0448
350				for days	1.0	0.0448	that were gathered	1.0	0.0448	it was so 12	1.0	0.0448	day 14 and god said	1.0	0.0448	night and let them be for	1	0.0448
351				days and	1.0	0.0448	were gathered together	1.0	0.0448	was so 12 the	1.0	0.0448	14 and god said let	1.0	0.0448	and let them be for signs	1	0.0448
352				and years	1.0	0.0448	gathered together he	1.0	0.0448	so 12 the earth	1.0	0.0448	said let there be lights	1.0	0.0448	let them be for signs and	1	0.0448
353				years 15	1.0	0.0448	together he called	1.0	0.0448	12 the earth brought	1.0	0.0448	let there be lights in	1.0	0.0448	them be for signs and for	1	0.0448
354				15 and	1.0	0.0448	he called seas	1.0	0.0448	the earth brought forth	1.0	0.0448	there be lights in the	1.0	0.0448	be for signs and for seasons	1	0.0448
355				light upon	1.0	0.0448	called seas and	1.0	0.0448	earth brought forth vegetation	1.0	0.0448	of the heavens to separate	1.0	0.0448	for signs and for seasons f	1	0.0448
356				so 16	1.0	0.0448	seas and god	1.0	0.0448	brought forth vegetation plants	1.0	0.0448	the heavens to separate the	1.0	0.0448	signs and for seasons f and	1	0.0448
357				the two	1.0	0.0448	was good 11	1.0	0.0448	forth vegetation plants yielding	1.0	0.0448	heavens to separate the day	1.0	0.0448	and for seasons f and for	1	0.0448
358				two great	1.0	0.0448	good 11 and	1.0	0.0448	vegetation plants yielding seed	1.0	0.0448	to separate the day from	1.0	0.0448	for seasons f and for days	1	0.0448
359				great lights	1.0	0.0448	11 and god	1.0	0.0448	plants yielding seed according	1.0	0.0448	separate the day from the	1.0	0.0448	seasons f and for days and	1	0.0448
360				lights the	1.0	0.0448	the earth sprout	1.0	0.0448	yielding seed according to	1.0	0.0448	the day from the night	1.0	0.0448	f and for days and years	1	0.0448
361				the greater	1.0	0.0448	earth sprout vegetation	1.0	0.0448	seed according to their	1.0	0.0448	day from the night and	1.0	0.0448	and for days and years 15	1	0.0448
362				greater light	1.0	0.0448	sprout vegetation plants	1.0	0.0448	according to their own	1.0	0.0448	from the night and let	1.0	0.0448	for days and years 15 and	1	0.0448
363				the lesser	1.0	0.0448	vegetation plants e	1.0	0.0448	to their own kinds	1.0	0.0448	the night and let them	1.0	0.0448	days and years 15 and let	1	0.0448
364				lesser light	1.0	0.0448	plants e yielding	1.0	0.0448	their own kinds and	1.0	0.0448	night and let them be	1.0	0.0448	and years 15 and let them	1	0.0448
365				the stars	1.0	0.0448	e yielding seed	1.0	0.0448	own kinds and trees	1.0	0.0448	and let them be for	1.0	0.0448	years 15 and let them be	1	0.0448
366				stars 17	1.0	0.0448	yielding seed and	1.0	0.0448	kinds and trees bearing	1.0	0.0448	let them be for signs	1.0	0.0448	15 and let them be lights	1	0.0448
367				god set	1.0	0.0448	seed and fruit	1.0	0.0448	and trees bearing fruit	1.0	0.0448	them be for signs and	1.0	0.0448	and let them be lights in	1	0.0448
368				set them	1.0	0.0448	and fruit trees	1.0	0.0448	it was good 13	1.0	0.0448	be for signs and for	1.0	0.0448	let them be lights in the	1	0.0448
369				light on	1.0	0.0448	fruit trees bearing	1.0	0.0448	was good 13 and	1.0	0.0448	for signs and for seasons	1.0	0.0448	them be lights in the expanse	1	0.0448
370				earth 18	1.0	0.0448	its kind on	1.0	0.0448	good 13 and there	1.0	0.0448	signs and for seasons f	1.0	0.0448	the heavens to give light upon	1	0.0448
371				18 to	1.0	0.0448	kind on the	1.0	0.0448	13 and there was	1.0	0.0448	and for seasons f and	1.0	0.0448	heavens to give light upon the	1	0.0448
372				darkness and	1.0	0.0448	was so 12	1.0	0.0448	was morning the third	1.0	0.0448	for seasons f and for	1.0	0.0448	to give light upon the earth	1	0.0448
373				good 19	1.0	0.0448	so 12 the	1.0	0.0448	morning the third day	1.0	0.0448	seasons f and for days	1.0	0.0448	give light upon the earth and	1	0.0448
374				19 and	1.0	0.0448	12 the earth	1.0	0.0448	the third day 14	1.0	0.0448	f and for days and	1.0	0.0448	light upon the earth and it	1	0.0448
375				fourth day	1.0	0.0448	the earth brought	1.0	0.0448	third day 14 and	1.0	0.0448	and for days and years	1.0	0.0448	upon the earth and it was	1	0.0448
376				day 20	1.0	0.0448	earth brought forth	1.0	0.0448	day 14 and god	1.0	0.0448	for days and years 15	1.0	0.0448	earth and it was so 16	1	0.0448
377				20 and	1.0	0.0448	brought forth vegetation	1.0	0.0448	14 and god said	1.0	0.0448	days and years 15 and	1.0	0.0448	and it was so 16 and	1	0.0448
378				swarm with	1.0	0.0448	forth vegetation plants	1.0	0.0448	let there be lights	1.0	0.0448	and years 15 and let	1.0	0.0448	it was so 16 and god	1	0.0448
379				with swarms	1.0	0.0448	vegetation plants yielding	1.0	0.0448	there be lights in	1.0	0.0448	years 15 and let them	1.0	0.0448	was so 16 and god made	1	0.0448
380				swarms of	1.0	0.0448	plants yielding seed	1.0	0.0448	the heavens to separate	1.0	0.0448	15 and let them be	1.0	0.0448	so 16 and god made the	1	0.0448
381				of living	1.0	0.0448	yielding seed according	1.0	0.0448	heavens to separate the	1.0	0.0448	and let them be lights	1.0	0.0448	16 and god made the two	1	0.0448
382				birds g	1.0	0.0448	seed according to	1.0	0.0448	to separate the day	1.0	0.0448	let them be lights in	1.0	0.0448	and god made the two great	1	0.0448
383				g fly	1.0	0.0448	their own kinds	1.0	0.0448	separate the day from	1.0	0.0448	them be lights in the	1.0	0.0448	god made the two great lights	1	0.0448
384				fly above	1.0	0.0448	own kinds and	1.0	0.0448	the day from the	1.0	0.0448	heavens to give light upon	1.0	0.0448	made the two great lights the	1	0.0448
385				earth across	1.0	0.0448	kinds and trees	1.0	0.0448	day from the night	1.0	0.0448	to give light upon the	1.0	0.0448	the two great lights the greater	1	0.0448
386				across the	1.0	0.0448	and trees bearing	1.0	0.0448	from the night and	1.0	0.0448	give light upon the earth	1.0	0.0448	two great lights the greater light	1	0.0448
387				heavens 21	1.0	0.0448	was good 13	1.0	0.0448	the night and let	1.0	0.0448	light upon the earth and	1.0	0.0448	great lights the greater light to	1	0.0448
388				the great	1.0	0.0448	good 13 and	1.0	0.0448	night and let them	1.0	0.0448	upon the earth and it	1.0	0.0448	lights the greater light to rule	1	0.0448
389				great sea	1.0	0.0448	13 and there	1.0	0.0448	let them be for	1.0	0.0448	and it was so 16	1.0	0.0448	the greater light to rule the	1	0.0448
390				sea creatures	1.0	0.0448	morning the third	1.0	0.0448	them be for signs	1.0	0.0448	it was so 16 and	1.0	0.0448	greater light to rule the day	1	0.0448
391				moves with	1.0	0.0448	the third day	1.0	0.0448	be for signs and	1.0	0.0448	was so 16 and god	1.0	0.0448	light to rule the day and	1	0.0448
392				swarm according	1.0	0.0448	third day 14	1.0	0.0448	for signs and for	1.0	0.0448	so 16 and god made	1.0	0.0448	to rule the day and the	1	0.0448
393				every winged	1.0	0.0448	day 14 and	1.0	0.0448	signs and for seasons	1.0	0.0448	16 and god made the	1.0	0.0448	rule the day and the lesser	1	0.0448
394				winged bird	1.0	0.0448	14 and god	1.0	0.0448	and for seasons f	1.0	0.0448	and god made the two	1.0	0.0448	the day and the lesser light	1	0.0448
395				bird according	1.0	0.0448	there be lights	1.0	0.0448	for seasons f and	1.0	0.0448	god made the two great	1.0	0.0448	day and the lesser light to	1	0.0448
396				good 22	1.0	0.0448	heavens to separate	1.0	0.0448	seasons f and for	1.0	0.0448	made the two great lights	1.0	0.0448	and the lesser light to rule	1	0.0448
397				them saying	1.0	0.0448	separate the day	1.0	0.0448	f and for days	1.0	0.0448	the two great lights the	1.0	0.0448	the lesser light to rule the	1	0.0448
398				saying be	1.0	0.0448	the day from	1.0	0.0448	and for days and	1.0	0.0448	two great lights the greater	1.0	0.0448	lesser light to rule the night	1	0.0448
399				waters in	1.0	0.0448	day from the	1.0	0.0448	for days and years	1.0	0.0448	great lights the greater light	1.0	0.0448	light to rule the night and	1	0.0448
400				the seas	1.0	0.0448	from the night	1.0	0.0448	days and years 15	1.0	0.0448	lights the greater light to	1.0	0.0448	to rule the night and the	1	0.0448
401				birds multiply	1.0	0.0448	night and let	1.0	0.0448	and years 15 and	1.0	0.0448	the greater light to rule	1.0	0.0448	rule the night and the stars	1	0.0448
402				multiply on	1.0	0.0448	be for signs	1.0	0.0448	years 15 and let	1.0	0.0448	greater light to rule the	1.0	0.0448	the night and the stars 17	1	0.0448
403				earth 23	1.0	0.0448	for signs and	1.0	0.0448	15 and let them	1.0	0.0448	light to rule the day	1.0	0.0448	night and the stars 17 and	1	0.0448
404				23 and	1.0	0.0448	signs and for	1.0	0.0448	let them be lights	1.0	0.0448	to rule the day and	1.0	0.0448	and the stars 17 and god	1	0.0448
405				the fifth	1.0	0.0448	and for seasons	1.0	0.0448	them be lights in	1.0	0.0448	rule the day and the	1.0	0.0448	the stars 17 and god set	1	0.0448
406				fifth day	1.0	0.0448	for seasons f	1.0	0.0448	to give light upon	1.0	0.0448	the day and the lesser	1.0	0.0448	stars 17 and god set them	1	0.0448
407				day 24	1.0	0.0448	seasons f and	1.0	0.0448	give light upon the	1.0	0.0448	day and the lesser light	1.0	0.0448	17 and god set them in	1	0.0448
408				24 and	1.0	0.0448	f and for	1.0	0.0448	light upon the earth	1.0	0.0448	and the lesser light to	1.0	0.0448	and god set them in the	1	0.0448
409				earth bring	1.0	0.0448	and for days	1.0	0.0448	upon the earth and	1.0	0.0448	the lesser light to rule	1.0	0.0448	god set them in the expanse	1	0.0448
410				forth living	1.0	0.0448	for days and	1.0	0.0448	it was so 16	1.0	0.0448	lesser light to rule the	1.0	0.0448	set them in the expanse of	1	0.0448
411				creatures according	1.0	0.0448	days and years	1.0	0.0448	was so 16 and	1.0	0.0448	light to rule the night	1.0	0.0448	them in the expanse of the	1	0.0448
412				kinds livestock	1.0	0.0448	and years 15	1.0	0.0448	so 16 and god	1.0	0.0448	to rule the night and	1.0	0.0448	the heavens to give light on	1	0.0448
413				and creeping	1.0	0.0448	years 15 and	1.0	0.0448	16 and god made	1.0	0.0448	rule the night and the	1.0	0.0448	heavens to give light on the	1	0.0448
414				creeping things	1.0	0.0448	15 and let	1.0	0.0448	god made the two	1.0	0.0448	the night and the stars	1.0	0.0448	to give light on the earth	1	0.0448
415				things and	1.0	0.0448	them be lights	1.0	0.0448	made the two great	1.0	0.0448	night and the stars 17	1.0	0.0448	give light on the earth 18	1	0.0448
416				and beasts	1.0	0.0448	give light upon	1.0	0.0448	the two great lights	1.0	0.0448	and the stars 17 and	1.0	0.0448	light on the earth 18 to	1	0.0448
417				so 25	1.0	0.0448	light upon the	1.0	0.0448	two great lights the	1.0	0.0448	the stars 17 and god	1.0	0.0448	on the earth 18 to rule	1	0.0448
418				the beasts	1.0	0.0448	upon the earth	1.0	0.0448	great lights the greater	1.0	0.0448	stars 17 and god set	1.0	0.0448	the earth 18 to rule over	1	0.0448
419				livestock according	1.0	0.0448	was so 16	1.0	0.0448	lights the greater light	1.0	0.0448	17 and god set them	1.0	0.0448	earth 18 to rule over the	1	0.0448
420				and everything	1.0	0.0448	so 16 and	1.0	0.0448	the greater light to	1.0	0.0448	and god set them in	1.0	0.0448	18 to rule over the day	1	0.0448
421				ground according	1.0	0.0448	16 and god	1.0	0.0448	greater light to rule	1.0	0.0448	god set them in the	1.0	0.0448	to rule over the day and	1	0.0448
422				good 26	1.0	0.0448	made the two	1.0	0.0448	to rule the day	1.0	0.0448	set them in the expanse	1.0	0.0448	rule over the day and over	1	0.0448
423				26 then	1.0	0.0448	the two great	1.0	0.0448	rule the day and	1.0	0.0448	them in the expanse of	1.0	0.0448	over the day and over the	1	0.0448
424				then god	1.0	0.0448	two great lights	1.0	0.0448	day and the lesser	1.0	0.0448	heavens to give light on	1.0	0.0448	the day and over the night	1	0.0448
425				let us	1.0	0.0448	great lights the	1.0	0.0448	and the lesser light	1.0	0.0448	to give light on the	1.0	0.0448	day and over the night and	1	0.0448
426				us make	1.0	0.0448	lights the greater	1.0	0.0448	the lesser light to	1.0	0.0448	give light on the earth	1.0	0.0448	and over the night and to	1	0.0448
427				make man	1.0	0.0448	the greater light	1.0	0.0448	lesser light to rule	1.0	0.0448	light on the earth 18	1.0	0.0448	over the night and to separate	1	0.0448
428				man h	1.0	0.0448	greater light to	1.0	0.0448	to rule the night	1.0	0.0448	on the earth 18 to	1.0	0.0448	the night and to separate the	1	0.0448
429				h in	1.0	0.0448	rule the day	1.0	0.0448	rule the night and	1.0	0.0448	the earth 18 to rule	1.0	0.0448	night and to separate the light	1	0.0448
430				our image	1.0	0.0448	and the lesser	1.0	0.0448	the night and the	1.0	0.0448	earth 18 to rule over	1.0	0.0448	and to separate the light from	1	0.0448
431				image after	1.0	0.0448	the lesser light	1.0	0.0448	night and the stars	1.0	0.0448	18 to rule over the	1.0	0.0448	to separate the light from the	1	0.0448
432				our likeness	1.0	0.0448	lesser light to	1.0	0.0448	and the stars 17	1.0	0.0448	to rule over the day	1.0	0.0448	separate the light from the darkness	1	0.0448
433				likeness and	1.0	0.0448	rule the night	1.0	0.0448	the stars 17 and	1.0	0.0448	rule over the day and	1.0	0.0448	the light from the darkness and	1	0.0448
434				every creeping	1.0	0.0448	night and the	1.0	0.0448	stars 17 and god	1.0	0.0448	over the day and over	1.0	0.0448	light from the darkness and god	1	0.0448
435				creeping thing	1.0	0.0448	and the stars	1.0	0.0448	17 and god set	1.0	0.0448	the day and over the	1.0	0.0448	from the darkness and god saw	1	0.0448
436				earth 27	1.0	0.0448	the stars 17	1.0	0.0448	and god set them	1.0	0.0448	day and over the night	1.0	0.0448	the darkness and god saw that	1	0.0448
437				27 so	1.0	0.0448	stars 17 and	1.0	0.0448	god set them in	1.0	0.0448	and over the night and	1.0	0.0448	darkness and god saw that it	1	0.0448
438				created man	1.0	0.0448	17 and god	1.0	0.0448	set them in the	1.0	0.0448	over the night and to	1.0	0.0448	saw that it was good 19	1	0.0448
439				man in	1.0	0.0448	and god set	1.0	0.0448	them in the expanse	1.0	0.0448	the night and to separate	1.0	0.0448	that it was good 19 and	1	0.0448
440				own image	1.0	0.0448	god set them	1.0	0.0448	to give light on	1.0	0.0448	night and to separate the	1.0	0.0448	it was good 19 and there	1	0.0448
441				image in	1.0	0.0448	set them in	1.0	0.0448	give light on the	1.0	0.0448	and to separate the light	1.0	0.0448	was good 19 and there was	1	0.0448
442				the image	1.0	0.0448	give light on	1.0	0.0448	light on the earth	1.0	0.0448	to separate the light from	1.0	0.0448	good 19 and there was evening	1	0.0448
443				image of	1.0	0.0448	light on the	1.0	0.0448	on the earth 18	1.0	0.0448	separate the light from the	1.0	0.0448	19 and there was evening and	1	0.0448
444				god he	1.0	0.0448	the earth 18	1.0	0.0448	the earth 18 to	1.0	0.0448	light from the darkness and	1.0	0.0448	and there was morning the fourth	1	0.0448
445				created him	1.0	0.0448	earth 18 to	1.0	0.0448	earth 18 to rule	1.0	0.0448	from the darkness and god	1.0	0.0448	there was morning the fourth day	1	0.0448
446				him male	1.0	0.0448	18 to rule	1.0	0.0448	18 to rule over	1.0	0.0448	the darkness and god saw	1.0	0.0448	was morning the fourth day 20	1	0.0448
447				male and	1.0	0.0448	to rule over	1.0	0.0448	to rule over the	1.0	0.0448	darkness and god saw that	1.0	0.0448	morning the fourth day 20 and	1	0.0448
448				and female	1.0	0.0448	rule over the	1.0	0.0448	rule over the day	1.0	0.0448	that it was good 19	1.0	0.0448	the fourth day 20 and god	1	0.0448
449				female he	1.0	0.0448	over the day	1.0	0.0448	over the day and	1.0	0.0448	it was good 19 and	1.0	0.0448	fourth day 20 and god said	1	0.0448
450				created them	1.0	0.0448	day and over	1.0	0.0448	the day and over	1.0	0.0448	was good 19 and there	1.0	0.0448	day 20 and god said let	1	0.0448
451				them 28	1.0	0.0448	over the night	1.0	0.0448	day and over the	1.0	0.0448	good 19 and there was	1.0	0.0448	20 and god said let the	1	0.0448
452				28 and	1.0	0.0448	night and to	1.0	0.0448	and over the night	1.0	0.0448	19 and there was evening	1.0	0.0448	god said let the waters swarm	1	0.0448
453				and subdue	1.0	0.0448	and to separate	1.0	0.0448	over the night and	1.0	0.0448	there was morning the fourth	1.0	0.0448	said let the waters swarm with	1	0.0448
454				subdue it	1.0	0.0448	separate the light	1.0	0.0448	the night and to	1.0	0.0448	was morning the fourth day	1.0	0.0448	let the waters swarm with swarms	1	0.0448
455				living thing	1.0	0.0448	the darkness and	1.0	0.0448	night and to separate	1.0	0.0448	morning the fourth day 20	1.0	0.0448	the waters swarm with swarms of	1	0.0448
456				moves on	1.0	0.0448	darkness and god	1.0	0.0448	and to separate the	1.0	0.0448	the fourth day 20 and	1.0	0.0448	waters swarm with swarms of living	1	0.0448
457				earth 29	1.0	0.0448	was good 19	1.0	0.0448	to separate the light	1.0	0.0448	fourth day 20 and god	1.0	0.0448	swarm with swarms of living creatures	1	0.0448
458				29 and	1.0	0.0448	good 19 and	1.0	0.0448	separate the light from	1.0	0.0448	day 20 and god said	1.0	0.0448	with swarms of living creatures and	1	0.0448
459				behold i	1.0	0.0448	19 and there	1.0	0.0448	from the darkness and	1.0	0.0448	20 and god said let	1.0	0.0448	swarms of living creatures and let	1	0.0448
460				given you	1.0	0.0448	morning the fourth	1.0	0.0448	the darkness and god	1.0	0.0448	said let the waters swarm	1.0	0.0448	of living creatures and let birds	1	0.0448
461				you every	1.0	0.0448	the fourth day	1.0	0.0448	darkness and god saw	1.0	0.0448	let the waters swarm with	1.0	0.0448	living creatures and let birds g	1	0.0448
462				every plant	1.0	0.0448	fourth day 20	1.0	0.0448	it was good 19	1.0	0.0448	the waters swarm with swarms	1.0	0.0448	creatures and let birds g fly	1	0.0448
463				plant yielding	1.0	0.0448	day 20 and	1.0	0.0448	was good 19 and	1.0	0.0448	waters swarm with swarms of	1.0	0.0448	and let birds g fly above	1	0.0448
464				seed that	1.0	0.0448	20 and god	1.0	0.0448	good 19 and there	1.0	0.0448	swarm with swarms of living	1.0	0.0448	let birds g fly above the	1	0.0448
465				tree with	1.0	0.0448	waters swarm with	1.0	0.0448	19 and there was	1.0	0.0448	with swarms of living creatures	1.0	0.0448	birds g fly above the earth	1	0.0448
466				with seed	1.0	0.0448	swarm with swarms	1.0	0.0448	was morning the fourth	1.0	0.0448	swarms of living creatures and	1.0	0.0448	g fly above the earth across	1	0.0448
467				seed in	1.0	0.0448	with swarms of	1.0	0.0448	morning the fourth day	1.0	0.0448	of living creatures and let	1.0	0.0448	fly above the earth across the	1	0.0448
468				fruit you	1.0	0.0448	swarms of living	1.0	0.0448	the fourth day 20	1.0	0.0448	living creatures and let birds	1.0	0.0448	above the earth across the expanse	1	0.0448
469				shall have	1.0	0.0448	of living creatures	1.0	0.0448	fourth day 20 and	1.0	0.0448	creatures and let birds g	1.0	0.0448	the earth across the expanse of	1	0.0448
470				food 30	1.0	0.0448	living creatures and	1.0	0.0448	day 20 and god	1.0	0.0448	and let birds g fly	1.0	0.0448	earth across the expanse of the	1	0.0448
471				30 and	1.0	0.0448	creatures and let	1.0	0.0448	20 and god said	1.0	0.0448	let birds g fly above	1.0	0.0448	across the expanse of the heavens	1	0.0448
472				to everything	1.0	0.0448	let birds g	1.0	0.0448	let the waters swarm	1.0	0.0448	birds g fly above the	1.0	0.0448	the expanse of the heavens 21	1	0.0448
473				earth everything	1.0	0.0448	birds g fly	1.0	0.0448	the waters swarm with	1.0	0.0448	g fly above the earth	1.0	0.0448	expanse of the heavens 21 so	1	0.0448
474				life i	1.0	0.0448	g fly above	1.0	0.0448	waters swarm with swarms	1.0	0.0448	fly above the earth across	1.0	0.0448	of the heavens 21 so god	1	0.0448
475				given every	1.0	0.0448	fly above the	1.0	0.0448	swarm with swarms of	1.0	0.0448	above the earth across the	1.0	0.0448	the heavens 21 so god created	1	0.0448
476				every green	1.0	0.0448	above the earth	1.0	0.0448	with swarms of living	1.0	0.0448	the earth across the expanse	1.0	0.0448	heavens 21 so god created the	1	0.0448
477				green plant	1.0	0.0448	the earth across	1.0	0.0448	swarms of living creatures	1.0	0.0448	earth across the expanse of	1.0	0.0448	21 so god created the great	1	0.0448
478				plant for	1.0	0.0448	earth across the	1.0	0.0448	of living creatures and	1.0	0.0448	across the expanse of the	1.0	0.0448	so god created the great sea	1	0.0448
479				so 31	1.0	0.0448	across the expanse	1.0	0.0448	living creatures and let	1.0	0.0448	expanse of the heavens 21	1.0	0.0448	god created the great sea creatures	1	0.0448
480				31 and	1.0	0.0448	the heavens 21	1.0	0.0448	creatures and let birds	1.0	0.0448	of the heavens 21 so	1.0	0.0448	created the great sea creatures and	1	0.0448
481				saw everything	1.0	0.0448	heavens 21 so	1.0	0.0448	and let birds g	1.0	0.0448	the heavens 21 so god	1.0	0.0448	the great sea creatures and every	1	0.0448
482				made and	1.0	0.0448	21 so god	1.0	0.0448	let birds g fly	1.0	0.0448	heavens 21 so god created	1.0	0.0448	great sea creatures and every living	1	0.0448
483				and behold	1.0	0.0448	created the great	1.0	0.0448	birds g fly above	1.0	0.0448	21 so god created the	1.0	0.0448	sea creatures and every living creature	1	0.0448
484				behold it	1.0	0.0448	the great sea	1.0	0.0448	g fly above the	1.0	0.0448	so god created the great	1.0	0.0448	creatures and every living creature that	1	0.0448
485				very good	1.0	0.0448	great sea creatures	1.0	0.0448	fly above the earth	1.0	0.0448	god created the great sea	1.0	0.0448	and every living creature that moves	1	0.0448
486				the sixth	1.0	0.0448	sea creatures and	1.0	0.0448	above the earth across	1.0	0.0448	created the great sea creatures	1.0	0.0448	every living creature that moves with	1	0.0448
487				sixth day	1.0	0.0448	creatures and every	1.0	0.0448	the earth across the	1.0	0.0448	the great sea creatures and	1.0	0.0448	living creature that moves with which	1	0.0448
488				day the	1.0	0.0448	and every living	1.0	0.0448	earth across the expanse	1.0	0.0448	great sea creatures and every	1.0	0.0448	creature that moves with which the	1	0.0448
489				god rests	1.0	0.0448	creature that moves	1.0	0.0448	across the expanse of	1.0	0.0448	sea creatures and every living	1.0	0.0448	that moves with which the waters	1	0.0448
490				rests 2	1.0	0.0448	that moves with	1.0	0.0448	of the heavens 21	1.0	0.0448	creatures and every living creature	1.0	0.0448	moves with which the waters swarm	1	0.0448
491				2 thus	1.0	0.0448	moves with which	1.0	0.0448	the heavens 21 so	1.0	0.0448	and every living creature that	1.0	0.0448	with which the waters swarm according	1	0.0448
492				thus the	1.0	0.0448	which the waters	1.0	0.0448	heavens 21 so god	1.0	0.0448	every living creature that moves	1.0	0.0448	which the waters swarm according to	1	0.0448
493				earth were	1.0	0.0448	waters swarm according	1.0	0.0448	21 so god created	1.0	0.0448	living creature that moves with	1.0	0.0448	the waters swarm according to their	1	0.0448
494				were finished	1.0	0.0448	swarm according to	1.0	0.0448	so god created the	1.0	0.0448	creature that moves with which	1.0	0.0448	waters swarm according to their kinds	1	0.0448
495				finished and	1.0	0.0448	kinds and every	1.0	0.0448	god created the great	1.0	0.0448	that moves with which the	1.0	0.0448	swarm according to their kinds and	1	0.0448
496				the host	1.0	0.0448	and every winged	1.0	0.0448	created the great sea	1.0	0.0448	moves with which the waters	1.0	0.0448	according to their kinds and every	1	0.0448
497				host of	1.0	0.0448	every winged bird	1.0	0.0448	the great sea creatures	1.0	0.0448	with which the waters swarm	1.0	0.0448	to their kinds and every winged	1	0.0448
498				them 2	1.0	0.0448	winged bird according	1.0	0.0448	great sea creatures and	1.0	0.0448	which the waters swarm according	1.0	0.0448	their kinds and every winged bird	1	0.0448
499				god finished	1.0	0.0448	bird according to	1.0	0.0448	sea creatures and every	1.0	0.0448	the waters swarm according to	1.0	0.0448	kinds and every winged bird according	1	0.0448
500				finished his	1.0	0.0448	was good 22	1.0	0.0448	creatures and every living	1.0	0.0448	waters swarm according to their	1.0	0.0448	and every winged bird according to	1	0.0448
501				done and	1.0	0.0448	good 22 and	1.0	0.0448	and every living creature	1.0	0.0448	swarm according to their kinds	1.0	0.0448	every winged bird according to its	1	0.0448
502				he rested	1.0	0.0448	22 and god	1.0	0.0448	living creature that moves	1.0	0.0448	to their kinds and every	1.0	0.0448	winged bird according to its kind	1	0.0448
503				rested on	1.0	0.0448	blessed them saying	1.0	0.0448	creature that moves with	1.0	0.0448	their kinds and every winged	1.0	0.0448	bird according to its kind and	1	0.0448
504				done 3	1.0	0.0448	them saying be	1.0	0.0448	that moves with which	1.0	0.0448	kinds and every winged bird	1.0	0.0448	saw that it was good 22	1	0.0448
505				3 so	1.0	0.0448	saying be fruitful	1.0	0.0448	moves with which the	1.0	0.0448	and every winged bird according	1.0	0.0448	that it was good 22 and	1	0.0448
506				blessed the	1.0	0.0448	fill the waters	1.0	0.0448	with which the waters	1.0	0.0448	every winged bird according to	1.0	0.0448	it was good 22 and god	1	0.0448
507				made it	1.0	0.0448	the waters in	1.0	0.0448	which the waters swarm	1.0	0.0448	winged bird according to its	1.0	0.0448	was good 22 and god blessed	1	0.0448
