	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
3610				get into	1.0	0.0064	pigs 17 and	1.0	0.0064	and the unclean spirits	1.0	0.0064	pigs was feeding there on	1.0	0.0064	12 and they begged him saying	1	0.0064
3611				side to	1.0	0.0064	began to beg	1.0	0.0064	the unclean spirits came	1.0	0.0064	was feeding there on the	1.0	0.0064	and they begged him saying send	1	0.0064
3612				bethsaida while	1.0	0.0064	to beg jesus	1.0	0.0064	unclean spirits came out	1.0	0.0064	feeding there on the hillside	1.0	0.0064	they begged him saying send us	1	0.0064
3613				he dismissed	1.0	0.0064	beg jesus u	1.0	0.0064	spirits came out and	1.0	0.0064	there on the hillside 12	1.0	0.0064	begged him saying send us to	1	0.0064
3614				dismissed the	1.0	0.0064	jesus u to	1.0	0.0064	came out and entered	1.0	0.0064	on the hillside 12 and	1.0	0.0064	him saying send us to the	1	0.0064
3615				crowd 46	1.0	0.0064	u to depart	1.0	0.0064	out and entered the	1.0	0.0064	the hillside 12 and they	1.0	0.0064	saying send us to the pigs	1	0.0064
3616				had taken	1.0	0.0064	to depart from	1.0	0.0064	and entered the pigs	1.0	0.0064	hillside 12 and they begged	1.0	0.0064	send us to the pigs let	1	0.0064
3617				taken leave	1.0	0.0064	depart from their	1.0	0.0064	entered the pigs and	1.0	0.0064	12 and they begged him	1.0	0.0064	us to the pigs let us	1	0.0064
3618				leave of	1.0	0.0064	from their region	1.0	0.0064	the pigs and the	1.0	0.0064	and they begged him saying	1.0	0.0064	to the pigs let us enter	1	0.0064
3619				mountain to	1.0	0.0064	their region 18	1.0	0.0064	pigs and the herd	1.0	0.0064	they begged him saying send	1.0	0.0064	the pigs let us enter them	1	0.0064
3620				to pray	1.0	0.0064	region 18 as	1.0	0.0064	and the herd numbering	1.0	0.0064	begged him saying send us	1.0	0.0064	pigs let us enter them 13	1	0.0064
3621				pray 47	1.0	0.0064	18 as he	1.0	0.0064	the herd numbering about	1.0	0.0064	him saying send us to	1.0	0.0064	let us enter them 13 so	1	0.0064
3622				alone on	1.0	0.0064	he was getting	1.0	0.0064	herd numbering about two	1.0	0.0064	saying send us to the	1.0	0.0064	us enter them 13 so he	1	0.0064
3623				land 48	1.0	0.0064	was getting into	1.0	0.0064	numbering about two thousand	1.0	0.0064	send us to the pigs	1.0	0.0064	enter them 13 so he gave	1	0.0064
3624				were making	1.0	0.0064	getting into the	1.0	0.0064	about two thousand rushed	1.0	0.0064	us to the pigs let	1.0	0.0064	them 13 so he gave them	1	0.0064
3625				making headway	1.0	0.0064	boat the man	1.0	0.0064	two thousand rushed down	1.0	0.0064	to the pigs let us	1.0	0.0064	13 so he gave them permission	1	0.0064
3626				headway painfully	1.0	0.0064	the man who	1.0	0.0064	thousand rushed down the	1.0	0.0064	the pigs let us enter	1.0	0.0064	so he gave them permission and	1	0.0064
3627				painfully for	1.0	0.0064	man who had	1.0	0.0064	rushed down the steep	1.0	0.0064	pigs let us enter them	1.0	0.0064	he gave them permission and the	1	0.0064
3628				wind was	1.0	0.0064	had been possessed	1.0	0.0064	down the steep bank	1.0	0.0064	let us enter them 13	1.0	0.0064	gave them permission and the unclean	1	0.0064
3629				the fourth	1.0	0.0064	been possessed with	1.0	0.0064	the steep bank into	1.0	0.0064	us enter them 13 so	1.0	0.0064	them permission and the unclean spirits	1	0.0064
3630				fourth watch	1.0	0.0064	possessed with demons	1.0	0.0064	steep bank into the	1.0	0.0064	enter them 13 so he	1.0	0.0064	permission and the unclean spirits came	1	0.0064
3631				watch of	1.0	0.0064	with demons begged	1.0	0.0064	bank into the sea	1.0	0.0064	them 13 so he gave	1.0	0.0064	and the unclean spirits came out	1	0.0064
3632				the night	1.0	0.0064	demons begged him	1.0	0.0064	the sea and drowned	1.0	0.0064	13 so he gave them	1.0	0.0064	the unclean spirits came out and	1	0.0064
3633				night ad	1.0	0.0064	begged him that	1.0	0.0064	sea and drowned in	1.0	0.0064	so he gave them permission	1.0	0.0064	unclean spirits came out and entered	1	0.0064
3634				ad he	1.0	0.0064	he might be	1.0	0.0064	and drowned in the	1.0	0.0064	he gave them permission and	1.0	0.0064	spirits came out and entered the	1	0.0064
3635				them walking	1.0	0.0064	with him 19	1.0	0.0064	drowned in the sea	1.0	0.0064	gave them permission and the	1.0	0.0064	came out and entered the pigs	1	0.0064
3636				sea he	1.0	0.0064	did not permit	1.0	0.0064	in the sea 14	1.0	0.0064	them permission and the unclean	1.0	0.0064	out and entered the pigs and	1	0.0064
3637				he meant	1.0	0.0064	not permit him	1.0	0.0064	the sea 14 the	1.0	0.0064	permission and the unclean spirits	1.0	0.0064	and entered the pigs and the	1	0.0064
3638				meant to	1.0	0.0064	permit him but	1.0	0.0064	sea 14 the herdsmen	1.0	0.0064	and the unclean spirits came	1.0	0.0064	entered the pigs and the herd	1	0.0064
3639				pass by	1.0	0.0064	him but said	1.0	0.0064	14 the herdsmen fled	1.0	0.0064	the unclean spirits came out	1.0	0.0064	the pigs and the herd numbering	1	0.0064
3640				them 49	1.0	0.0064	but said to	1.0	0.0064	the herdsmen fled and	1.0	0.0064	unclean spirits came out and	1.0	0.0064	pigs and the herd numbering about	1	0.0064
3641				49 but	1.0	0.0064	him go home	1.0	0.0064	herdsmen fled and told	1.0	0.0064	spirits came out and entered	1.0	0.0064	and the herd numbering about two	1	0.0064
3642				him walking	1.0	0.0064	go home to	1.0	0.0064	fled and told it	1.0	0.0064	came out and entered the	1.0	0.0064	the herd numbering about two thousand	1	0.0064
3643				sea they	1.0	0.0064	home to your	1.0	0.0064	and told it in	1.0	0.0064	out and entered the pigs	1.0	0.0064	herd numbering about two thousand rushed	1	0.0064
3644				they thought	1.0	0.0064	to your friends	1.0	0.0064	told it in the	1.0	0.0064	and entered the pigs and	1.0	0.0064	numbering about two thousand rushed down	1	0.0064
3645				thought it	1.0	0.0064	your friends and	1.0	0.0064	it in the city	1.0	0.0064	entered the pigs and the	1.0	0.0064	about two thousand rushed down the	1	0.0064
3646				a ghost	1.0	0.0064	friends and tell	1.0	0.0064	in the city and	1.0	0.0064	the pigs and the herd	1.0	0.0064	two thousand rushed down the steep	1	0.0064
3647				ghost and	1.0	0.0064	and tell them	1.0	0.0064	the city and in	1.0	0.0064	pigs and the herd numbering	1.0	0.0064	thousand rushed down the steep bank	1	0.0064
3648				out 50	1.0	0.0064	tell them how	1.0	0.0064	city and in the	1.0	0.0064	and the herd numbering about	1.0	0.0064	rushed down the steep bank into	1	0.0064
3649				50 for	1.0	0.0064	them how much	1.0	0.0064	and in the country	1.0	0.0064	the herd numbering about two	1.0	0.0064	down the steep bank into the	1	0.0064
3650				all saw	1.0	0.0064	how much the	1.0	0.0064	in the country and	1.0	0.0064	herd numbering about two thousand	1.0	0.0064	the steep bank into the sea	1	0.0064
3651				terrified but	1.0	0.0064	much the lord	1.0	0.0064	the country and people	1.0	0.0064	numbering about two thousand rushed	1.0	0.0064	steep bank into the sea and	1	0.0064
3652				heart it	1.0	0.0064	lord has done	1.0	0.0064	country and people came	1.0	0.0064	about two thousand rushed down	1.0	0.0064	bank into the sea and drowned	1	0.0064
3653				be afraid	1.0	0.0064	has done for	1.0	0.0064	and people came to	1.0	0.0064	two thousand rushed down the	1.0	0.0064	into the sea and drowned in	1	0.0064
3654				afraid 51	1.0	0.0064	done for you	1.0	0.0064	people came to see	1.0	0.0064	thousand rushed down the steep	1.0	0.0064	the sea and drowned in the	1	0.0064
3655				were utterly	1.0	0.0064	has had mercy	1.0	0.0064	came to see what	1.0	0.0064	rushed down the steep bank	1.0	0.0064	sea and drowned in the sea	1	0.0064
3656				utterly astounded	1.0	0.0064	had mercy on	1.0	0.0064	to see what it	1.0	0.0064	down the steep bank into	1.0	0.0064	and drowned in the sea 14	1	0.0064
3657				astounded 52	1.0	0.0064	mercy on you	1.0	0.0064	see what it was	1.0	0.0064	the steep bank into the	1.0	0.0064	drowned in the sea 14 the	1	0.0064
3658				52 for	1.0	0.0064	on you 20	1.0	0.0064	was that had happened	1.0	0.0064	steep bank into the sea	1.0	0.0064	in the sea 14 the herdsmen	1	0.0064
3659				understand about	1.0	0.0064	you 20 and	1.0	0.0064	that had happened 15	1.0	0.0064	bank into the sea and	1.0	0.0064	the sea 14 the herdsmen fled	1	0.0064
3660				loaves but	1.0	0.0064	away and began	1.0	0.0064	had happened 15 and	1.0	0.0064	into the sea and drowned	1.0	0.0064	sea 14 the herdsmen fled and	1	0.0064
3661				hearts were	1.0	0.0064	began to proclaim	1.0	0.0064	happened 15 and they	1.0	0.0064	the sea and drowned in	1.0	0.0064	14 the herdsmen fled and told	1	0.0064
3662				were hardened	1.0	0.0064	to proclaim in	1.0	0.0064	they came to jesus	1.0	0.0064	sea and drowned in the	1.0	0.0064	the herdsmen fled and told it	1	0.0064
3663				hardened jesus	1.0	0.0064	proclaim in the	1.0	0.0064	came to jesus and	1.0	0.0064	and drowned in the sea	1.0	0.0064	herdsmen fled and told it in	1	0.0064
3664				heals the	1.0	0.0064	in the decapolis	1.0	0.0064	to jesus and saw	1.0	0.0064	drowned in the sea 14	1.0	0.0064	fled and told it in the	1	0.0064
3665				in gennesaret	1.0	0.0064	the decapolis how	1.0	0.0064	jesus and saw the	1.0	0.0064	in the sea 14 the	1.0	0.0064	and told it in the city	1	0.0064
3666				gennesaret 53	1.0	0.0064	decapolis how much	1.0	0.0064	and saw the demon	1.0	0.0064	the sea 14 the herdsmen	1.0	0.0064	told it in the city and	1	0.0064
3667				53 when	1.0	0.0064	how much jesus	1.0	0.0064	saw the demon possessed	1.0	0.0064	sea 14 the herdsmen fled	1.0	0.0064	it in the city and in	1	0.0064
3668				crossed over	1.0	0.0064	much jesus had	1.0	0.0064	the demon possessed t	1.0	0.0064	14 the herdsmen fled and	1.0	0.0064	in the city and in the	1	0.0064
3669				to land	1.0	0.0064	jesus had done	1.0	0.0064	demon possessed t man	1.0	0.0064	the herdsmen fled and told	1.0	0.0064	the city and in the country	1	0.0064
3670				land at	1.0	0.0064	had done for	1.0	0.0064	possessed t man the	1.0	0.0064	herdsmen fled and told it	1.0	0.0064	city and in the country and	1	0.0064
3671				at gennesaret	1.0	0.0064	him and everyone	1.0	0.0064	t man the one	1.0	0.0064	fled and told it in	1.0	0.0064	and in the country and people	1	0.0064
3672				gennesaret and	1.0	0.0064	and everyone marveled	1.0	0.0064	man the one who	1.0	0.0064	and told it in the	1.0	0.0064	in the country and people came	1	0.0064
3673				and moored	1.0	0.0064	everyone marveled jesus	1.0	0.0064	the one who had	1.0	0.0064	told it in the city	1.0	0.0064	the country and people came to	1	0.0064
3674				moored to	1.0	0.0064	marveled jesus heals	1.0	0.0064	one who had had	1.0	0.0064	it in the city and	1.0	0.0064	country and people came to see	1	0.0064
3675				the shore	1.0	0.0064	heals a woman	1.0	0.0064	had had the legion	1.0	0.0064	in the city and in	1.0	0.0064	and people came to see what	1	0.0064
3676				shore 54	1.0	0.0064	a woman and	1.0	0.0064	had the legion sitting	1.0	0.0064	the city and in the	1.0	0.0064	people came to see what it	1	0.0064
3677				they got	1.0	0.0064	woman and jairus	1.0	0.0064	the legion sitting there	1.0	0.0064	city and in the country	1.0	0.0064	came to see what it was	1	0.0064
3678				got out	1.0	0.0064	and jairus s	1.0	0.0064	legion sitting there clothed	1.0	0.0064	and in the country and	1.0	0.0064	to see what it was that	1	0.0064
3679				people immediately	1.0	0.0064	jairus s daughter	1.0	0.0064	sitting there clothed and	1.0	0.0064	in the country and people	1.0	0.0064	see what it was that had	1	0.0064
3680				immediately recognized	1.0	0.0064	s daughter 21	1.0	0.0064	there clothed and in	1.0	0.0064	the country and people came	1.0	0.0064	what it was that had happened	1	0.0064
3681				recognized him	1.0	0.0064	daughter 21 and	1.0	0.0064	clothed and in his	1.0	0.0064	country and people came to	1.0	0.0064	it was that had happened 15	1	0.0064
3682				him 55	1.0	0.0064	when jesus had	1.0	0.0064	and in his right	1.0	0.0064	and people came to see	1.0	0.0064	was that had happened 15 and	1	0.0064
3683				55 and	1.0	0.0064	jesus had crossed	1.0	0.0064	in his right mind	1.0	0.0064	people came to see what	1.0	0.0064	that had happened 15 and they	1	0.0064
3684				ran about	1.0	0.0064	had crossed again	1.0	0.0064	his right mind and	1.0	0.0064	came to see what it	1.0	0.0064	had happened 15 and they came	1	0.0064
3685				whole region	1.0	0.0064	crossed again in	1.0	0.0064	right mind and they	1.0	0.0064	to see what it was	1.0	0.0064	happened 15 and they came to	1	0.0064
3686				region and	1.0	0.0064	boat to the	1.0	0.0064	mind and they were	1.0	0.0064	see what it was that	1.0	0.0064	15 and they came to jesus	1	0.0064
3687				bring the	1.0	0.0064	other side a	1.0	0.0064	and they were afraid	1.0	0.0064	it was that had happened	1.0	0.0064	and they came to jesus and	1	0.0064
3688				people on	1.0	0.0064	side a great	1.0	0.0064	they were afraid 16	1.0	0.0064	was that had happened 15	1.0	0.0064	they came to jesus and saw	1	0.0064
3689				their beds	1.0	0.0064	great crowd gathered	1.0	0.0064	were afraid 16 and	1.0	0.0064	that had happened 15 and	1.0	0.0064	came to jesus and saw the	1	0.0064
3690				beds to	1.0	0.0064	he was beside	1.0	0.0064	afraid 16 and those	1.0	0.0064	had happened 15 and they	1.0	0.0064	to jesus and saw the demon	1	0.0064
3691				to wherever	1.0	0.0064	the sea 22	1.0	0.0064	16 and those who	1.0	0.0064	happened 15 and they came	1.0	0.0064	jesus and saw the demon possessed	1	0.0064
3692				wherever they	1.0	0.0064	sea 22 then	1.0	0.0064	those who had seen	1.0	0.0064	and they came to jesus	1.0	0.0064	and saw the demon possessed t	1	0.0064
3693				heard he	1.0	0.0064	22 then came	1.0	0.0064	who had seen it	1.0	0.0064	they came to jesus and	1.0	0.0064	saw the demon possessed t man	1	0.0064
3694				was 56	1.0	0.0064	then came one	1.0	0.0064	had seen it described	1.0	0.0064	came to jesus and saw	1.0	0.0064	the demon possessed t man the	1	0.0064
3695				56 and	1.0	0.0064	of the rulers	1.0	0.0064	seen it described to	1.0	0.0064	to jesus and saw the	1.0	0.0064	demon possessed t man the one	1	0.0064
3696				in villages	1.0	0.0064	the rulers of	1.0	0.0064	it described to them	1.0	0.0064	jesus and saw the demon	1.0	0.0064	possessed t man the one who	1	0.0064
3697				villages cities	1.0	0.0064	the synagogue jairus	1.0	0.0064	described to them what	1.0	0.0064	and saw the demon possessed	1.0	0.0064	t man the one who had	1	0.0064
3698				cities or	1.0	0.0064	synagogue jairus by	1.0	0.0064	them what had happened	1.0	0.0064	saw the demon possessed t	1.0	0.0064	man the one who had had	1	0.0064
3699				or countryside	1.0	0.0064	jairus by name	1.0	0.0064	had happened to the	1.0	0.0064	the demon possessed t man	1.0	0.0064	the one who had had the	1	0.0064
3700				countryside they	1.0	0.0064	by name and	1.0	0.0064	happened to the demon	1.0	0.0064	demon possessed t man the	1.0	0.0064	one who had had the legion	1	0.0064
3701				marketplaces and	1.0	0.0064	name and seeing	1.0	0.0064	to the demon possessed	1.0	0.0064	possessed t man the one	1.0	0.0064	who had had the legion sitting	1	0.0064
3702				the fringe	1.0	0.0064	and seeing him	1.0	0.0064	the demon possessed man	1.0	0.0064	t man the one who	1.0	0.0064	had had the legion sitting there	1	0.0064
3703				fringe of	1.0	0.0064	seeing him he	1.0	0.0064	demon possessed man and	1.0	0.0064	man the one who had	1.0	0.0064	had the legion sitting there clothed	1	0.0064
3704				garment and	1.0	0.0064	him he fell	1.0	0.0064	possessed man and to	1.0	0.0064	the one who had had	1.0	0.0064	the legion sitting there clothed and	1	0.0064
3705				as many	1.0	0.0064	he fell at	1.0	0.0064	man and to the	1.0	0.0064	one who had had the	1.0	0.0064	legion sitting there clothed and in	1	0.0064
3706				many as	1.0	0.0064	fell at his	1.0	0.0064	and to the pigs	1.0	0.0064	who had had the legion	1.0	0.0064	sitting there clothed and in his	1	0.0064
3707				as touched	1.0	0.0064	his feet 23	1.0	0.0064	to the pigs 17	1.0	0.0064	had had the legion sitting	1.0	0.0064	there clothed and in his right	1	0.0064
3708				touched it	1.0	0.0064	feet 23 and	1.0	0.0064	the pigs 17 and	1.0	0.0064	had the legion sitting there	1.0	0.0064	clothed and in his right mind	1	0.0064
3709				were made	1.0	0.0064	23 and implored	1.0	0.0064	pigs 17 and they	1.0	0.0064	the legion sitting there clothed	1.0	0.0064	and in his right mind and	1	0.0064
3710				well traditions	1.0	0.0064	implored him earnestly	1.0	0.0064	17 and they began	1.0	0.0064	legion sitting there clothed and	1.0	0.0064	in his right mind and they	1	0.0064
3711				traditions and	1.0	0.0064	him earnestly saying	1.0	0.0064	they began to beg	1.0	0.0064	sitting there clothed and in	1.0	0.0064	his right mind and they were	1	0.0064
3712				and commandments	1.0	0.0064	earnestly saying my	1.0	0.0064	began to beg jesus	1.0	0.0064	there clothed and in his	1.0	0.0064	right mind and they were afraid	1	0.0064
3713				commandments 7	1.0	0.0064	saying my little	1.0	0.0064	to beg jesus u	1.0	0.0064	clothed and in his right	1.0	0.0064	mind and they were afraid 16	1	0.0064
3714				7 now	1.0	0.0064	my little daughter	1.0	0.0064	beg jesus u to	1.0	0.0064	and in his right mind	1.0	0.0064	and they were afraid 16 and	1	0.0064
3715				pharisees gathered	1.0	0.0064	little daughter is	1.0	0.0064	jesus u to depart	1.0	0.0064	in his right mind and	1.0	0.0064	they were afraid 16 and those	1	0.0064
3716				jerusalem 2	1.0	0.0064	daughter is at	1.0	0.0064	u to depart from	1.0	0.0064	his right mind and they	1.0	0.0064	were afraid 16 and those who	1	0.0064
3717				2 they	1.0	0.0064	at the point	1.0	0.0064	to depart from their	1.0	0.0064	right mind and they were	1.0	0.0064	afraid 16 and those who had	1	0.0064
3718				disciples ate	1.0	0.0064	the point of	1.0	0.0064	depart from their region	1.0	0.0064	mind and they were afraid	1.0	0.0064	16 and those who had seen	1	0.0064
3719				ate with	1.0	0.0064	point of death	1.0	0.0064	from their region 18	1.0	0.0064	and they were afraid 16	1.0	0.0064	and those who had seen it	1	0.0064
3720				hands that	1.0	0.0064	of death come	1.0	0.0064	their region 18 as	1.0	0.0064	they were afraid 16 and	1.0	0.0064	those who had seen it described	1	0.0064
3721				were defiled	1.0	0.0064	death come and	1.0	0.0064	region 18 as he	1.0	0.0064	were afraid 16 and those	1.0	0.0064	who had seen it described to	1	0.0064
3722				defiled that	1.0	0.0064	come and lay	1.0	0.0064	18 as he was	1.0	0.0064	afraid 16 and those who	1.0	0.0064	had seen it described to them	1	0.0064
3723				is unwashed	1.0	0.0064	and lay your	1.0	0.0064	as he was getting	1.0	0.0064	16 and those who had	1.0	0.0064	seen it described to them what	1	0.0064
3724				unwashed 3	1.0	0.0064	lay your hands	1.0	0.0064	he was getting into	1.0	0.0064	and those who had seen	1.0	0.0064	it described to them what had	1	0.0064
3725				3 for	1.0	0.0064	your hands on	1.0	0.0064	was getting into the	1.0	0.0064	those who had seen it	1.0	0.0064	described to them what had happened	1	0.0064
3726				jews do	1.0	0.0064	hands on her	1.0	0.0064	getting into the boat	1.0	0.0064	who had seen it described	1.0	0.0064	to them what had happened to	1	0.0064
3727				wash their	1.0	0.0064	that she may	1.0	0.0064	into the boat the	1.0	0.0064	had seen it described to	1.0	0.0064	them what had happened to the	1	0.0064
3728				hands properly	1.0	0.0064	she may be	1.0	0.0064	the boat the man	1.0	0.0064	seen it described to them	1.0	0.0064	what had happened to the demon	1	0.0064
3729				properly a	1.0	0.0064	may be made	1.0	0.0064	boat the man who	1.0	0.0064	it described to them what	1.0	0.0064	had happened to the demon possessed	1	0.0064
3730				a holding	1.0	0.0064	made well and	1.0	0.0064	the man who had	1.0	0.0064	described to them what had	1.0	0.0064	happened to the demon possessed man	1	0.0064
3731				holding to	1.0	0.0064	well and live	1.0	0.0064	man who had been	1.0	0.0064	to them what had happened	1.0	0.0064	to the demon possessed man and	1	0.0064
3732				elders 4	1.0	0.0064	and live 24	1.0	0.0064	who had been possessed	1.0	0.0064	them what had happened to	1.0	0.0064	the demon possessed man and to	1	0.0064
3733				they come	1.0	0.0064	live 24 and	1.0	0.0064	had been possessed with	1.0	0.0064	what had happened to the	1.0	0.0064	demon possessed man and to the	1	0.0064
3734				the marketplace	1.0	0.0064	he went with	1.0	0.0064	been possessed with demons	1.0	0.0064	had happened to the demon	1.0	0.0064	possessed man and to the pigs	1	0.0064
3735				marketplace they	1.0	0.0064	went with him	1.0	0.0064	possessed with demons begged	1.0	0.0064	happened to the demon possessed	1.0	0.0064	man and to the pigs 17	1	0.0064
3736				wash b	1.0	0.0064	crowd followed him	1.0	0.0064	with demons begged him	1.0	0.0064	to the demon possessed man	1.0	0.0064	and to the pigs 17 and	1	0.0064
3737				b and	1.0	0.0064	him and thronged	1.0	0.0064	demons begged him that	1.0	0.0064	the demon possessed man and	1.0	0.0064	to the pigs 17 and they	1	0.0064
3738				other traditions	1.0	0.0064	and thronged about	1.0	0.0064	begged him that he	1.0	0.0064	demon possessed man and to	1.0	0.0064	the pigs 17 and they began	1	0.0064
3739				traditions that	1.0	0.0064	thronged about him	1.0	0.0064	that he might be	1.0	0.0064	possessed man and to the	1.0	0.0064	pigs 17 and they began to	1	0.0064
3740				they observe	1.0	0.0064	about him 25	1.0	0.0064	he might be with	1.0	0.0064	man and to the pigs	1.0	0.0064	17 and they began to beg	1	0.0064
3741				observe such	1.0	0.0064	him 25 and	1.0	0.0064	be with him 19	1.0	0.0064	and to the pigs 17	1.0	0.0064	and they began to beg jesus	1	0.0064
3742				the washing	1.0	0.0064	25 and there	1.0	0.0064	with him 19 and	1.0	0.0064	to the pigs 17 and	1.0	0.0064	they began to beg jesus u	1	0.0064
3743				washing of	1.0	0.0064	was a woman	1.0	0.0064	him 19 and he	1.0	0.0064	the pigs 17 and they	1.0	0.0064	began to beg jesus u to	1	0.0064
3744				of cups	1.0	0.0064	a woman who	1.0	0.0064	19 and he did	1.0	0.0064	pigs 17 and they began	1.0	0.0064	to beg jesus u to depart	1	0.0064
3745				cups and	1.0	0.0064	woman who had	1.0	0.0064	he did not permit	1.0	0.0064	17 and they began to	1.0	0.0064	beg jesus u to depart from	1	0.0064
3746				and pots	1.0	0.0064	had a discharge	1.0	0.0064	did not permit him	1.0	0.0064	and they began to beg	1.0	0.0064	jesus u to depart from their	1	0.0064
3747				pots and	1.0	0.0064	a discharge of	1.0	0.0064	not permit him but	1.0	0.0064	they began to beg jesus	1.0	0.0064	u to depart from their region	1	0.0064
3748				and copper	1.0	0.0064	discharge of blood	1.0	0.0064	permit him but said	1.0	0.0064	began to beg jesus u	1.0	0.0064	to depart from their region 18	1	0.0064
3749				copper vessels	1.0	0.0064	of blood for	1.0	0.0064	him but said to	1.0	0.0064	to beg jesus u to	1.0	0.0064	depart from their region 18 as	1	0.0064
3750				vessels and	1.0	0.0064	blood for twelve	1.0	0.0064	but said to him	1.0	0.0064	beg jesus u to depart	1.0	0.0064	from their region 18 as he	1	0.0064
3751				and dining	1.0	0.0064	for twelve years	1.0	0.0064	to him go home	1.0	0.0064	jesus u to depart from	1.0	0.0064	their region 18 as he was	1	0.0064
3752				dining couches	1.0	0.0064	twelve years 26	1.0	0.0064	him go home to	1.0	0.0064	u to depart from their	1.0	0.0064	region 18 as he was getting	1	0.0064
3753				couches c	1.0	0.0064	years 26 and	1.0	0.0064	go home to your	1.0	0.0064	to depart from their region	1.0	0.0064	18 as he was getting into	1	0.0064
3754				c 5	1.0	0.0064	26 and who	1.0	0.0064	home to your friends	1.0	0.0064	depart from their region 18	1.0	0.0064	as he was getting into the	1	0.0064
3755				scribes asked	1.0	0.0064	who had suffered	1.0	0.0064	to your friends and	1.0	0.0064	from their region 18 as	1.0	0.0064	he was getting into the boat	1	0.0064
3756				disciples not	1.0	0.0064	had suffered much	1.0	0.0064	your friends and tell	1.0	0.0064	their region 18 as he	1.0	0.0064	was getting into the boat the	1	0.0064
3757				not walk	1.0	0.0064	suffered much under	1.0	0.0064	friends and tell them	1.0	0.0064	region 18 as he was	1.0	0.0064	getting into the boat the man	1	0.0064
3758				walk according	1.0	0.0064	much under many	1.0	0.0064	and tell them how	1.0	0.0064	18 as he was getting	1.0	0.0064	into the boat the man who	1	0.0064
3759				according to	1.0	0.0064	under many physicians	1.0	0.0064	tell them how much	1.0	0.0064	as he was getting into	1.0	0.0064	the boat the man who had	1	0.0064
3760				elders but	1.0	0.0064	many physicians and	1.0	0.0064	them how much the	1.0	0.0064	he was getting into the	1.0	0.0064	boat the man who had been	1	0.0064
3761				but eat	1.0	0.0064	physicians and had	1.0	0.0064	how much the lord	1.0	0.0064	was getting into the boat	1.0	0.0064	the man who had been possessed	1	0.0064
3762				eat with	1.0	0.0064	and had spent	1.0	0.0064	much the lord has	1.0	0.0064	getting into the boat the	1.0	0.0064	man who had been possessed with	1	0.0064
3763				with defiled	1.0	0.0064	had spent all	1.0	0.0064	the lord has done	1.0	0.0064	into the boat the man	1.0	0.0064	who had been possessed with demons	1	0.0064
3764				defiled hands	1.0	0.0064	spent all that	1.0	0.0064	lord has done for	1.0	0.0064	the boat the man who	1.0	0.0064	had been possessed with demons begged	1	0.0064
3765				hands 6	1.0	0.0064	was no better	1.0	0.0064	has done for you	1.0	0.0064	boat the man who had	1.0	0.0064	been possessed with demons begged him	1	0.0064
3766				well did	1.0	0.0064	no better but	1.0	0.0064	done for you and	1.0	0.0064	the man who had been	1.0	0.0064	possessed with demons begged him that	1	0.0064
3767				did isaiah	1.0	0.0064	better but rather	1.0	0.0064	he has had mercy	1.0	0.0064	man who had been possessed	1.0	0.0064	with demons begged him that he	1	0.0064
3768				isaiah prophesy	1.0	0.0064	but rather grew	1.0	0.0064	has had mercy on	1.0	0.0064	who had been possessed with	1.0	0.0064	demons begged him that he might	1	0.0064
3769				prophesy of	1.0	0.0064	rather grew worse	1.0	0.0064	had mercy on you	1.0	0.0064	had been possessed with demons	1.0	0.0064	begged him that he might be	1	0.0064
3770				you hypocrites	1.0	0.0064	grew worse 27	1.0	0.0064	mercy on you 20	1.0	0.0064	been possessed with demons begged	1.0	0.0064	him that he might be with	1	0.0064
3771				hypocrites as	1.0	0.0064	worse 27 she	1.0	0.0064	on you 20 and	1.0	0.0064	possessed with demons begged him	1.0	0.0064	that he might be with him	1	0.0064
3772				written this	1.0	0.0064	27 she had	1.0	0.0064	you 20 and he	1.0	0.0064	with demons begged him that	1.0	0.0064	he might be with him 19	1	0.0064
3773				this people	1.0	0.0064	she had heard	1.0	0.0064	20 and he went	1.0	0.0064	demons begged him that he	1.0	0.0064	might be with him 19 and	1	0.0064
3774				people honors	1.0	0.0064	had heard the	1.0	0.0064	and he went away	1.0	0.0064	begged him that he might	1.0	0.0064	be with him 19 and he	1	0.0064
3775				honors me	1.0	0.0064	heard the reports	1.0	0.0064	went away and began	1.0	0.0064	him that he might be	1.0	0.0064	with him 19 and he did	1	0.0064
3776				their lips	1.0	0.0064	the reports about	1.0	0.0064	away and began to	1.0	0.0064	that he might be with	1.0	0.0064	him 19 and he did not	1	0.0064
3777				lips but	1.0	0.0064	reports about jesus	1.0	0.0064	and began to proclaim	1.0	0.0064	he might be with him	1.0	0.0064	19 and he did not permit	1	0.0064
3778				their heart	1.0	0.0064	about jesus and	1.0	0.0064	began to proclaim in	1.0	0.0064	might be with him 19	1.0	0.0064	and he did not permit him	1	0.0064
3779				heart is	1.0	0.0064	jesus and came	1.0	0.0064	to proclaim in the	1.0	0.0064	be with him 19 and	1.0	0.0064	he did not permit him but	1	0.0064
3780				is far	1.0	0.0064	and came up	1.0	0.0064	proclaim in the decapolis	1.0	0.0064	with him 19 and he	1.0	0.0064	did not permit him but said	1	0.0064
