id	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
371	steps	1.0	0.0388	home should	1.0	0.0388	youth when at	1.0	0.0388	good when he has	1.0	0.0388	of the virtuous if in	1.0	0.0388	his life if in his intercourse	1	0.0388
372	process	1.0	0.0388	be filial	1.0	0.0388	when at home	1.0	0.0388	when he has time	1.0	0.0388	the virtuous if in serving	1.0	0.0388	life if in his intercourse with	1	0.0388
373	listen	1.0	0.0388	and abroad	1.0	0.0388	at home should	1.0	0.0388	he has time and	1.0	0.0388	virtuous if in serving his	1.0	0.0388	if in his intercourse with his	1	0.0388
374	speak	1.0	0.0388	abroad respectful	1.0	0.0388	home should be	1.0	0.0388	has time and opportunity	1.0	0.0388	if in serving his parents	1.0	0.0388	in his intercourse with his friends	1	0.0388
375	movement	1.0	0.0388	his elders	1.0	0.0388	should be filial	1.0	0.0388	time and opportunity after	1.0	0.0388	in serving his parents he	1.0	0.0388	his intercourse with his friends his	1	0.0388
376	go	1.0	0.0388	elders he	1.0	0.0388	be filial and	1.0	0.0388	and opportunity after the	1.0	0.0388	serving his parents he can	1.0	0.0388	intercourse with his friends his words	1	0.0388
377	behave	1.0	0.0388	be earnest	1.0	0.0388	filial and abroad	1.0	0.0388	opportunity after the performance	1.0	0.0388	his parents he can exert	1.0	0.0388	with his friends his words are	1	0.0388
378	every	1.0	0.0388	earnest and	1.0	0.0388	and abroad respectful	1.0	0.0388	after the performance of	1.0	0.0388	parents he can exert his	1.0	0.0388	his friends his words are sincere	1	0.0388
379	receiving	1.0	0.0388	and truthful	1.0	0.0388	abroad respectful to	1.0	0.0388	the performance of these	1.0	0.0388	he can exert his utmost	1.0	0.0388	friends his words are sincere although	1	0.0388
380	guest	1.0	0.0388	truthful he	1.0	0.0388	respectful to his	1.0	0.0388	performance of these things	1.0	0.0388	can exert his utmost strength	1.0	0.0388	his words are sincere although men	1	0.0388
381	assisting	1.0	0.0388	should overflow	1.0	0.0388	to his elders	1.0	0.0388	of these things he	1.0	0.0388	exert his utmost strength if	1.0	0.0388	words are sincere although men say	1	0.0388
382	murmuring	1.0	0.0388	overflow in	1.0	0.0388	his elders he	1.0	0.0388	these things he should	1.0	0.0388	his utmost strength if in	1.0	0.0388	are sincere although men say that	1	0.0388
383	family	1.0	0.0388	in love	1.0	0.0388	elders he should	1.0	0.0388	things he should employ	1.0	0.0388	utmost strength if in serving	1.0	0.0388	sincere although men say that he	1	0.0388
384	meant	1.0	0.0388	and cultivate	1.0	0.0388	should be earnest	1.0	0.0388	he should employ them	1.0	0.0388	strength if in serving his	1.0	0.0388	although men say that he has	1	0.0388
385	difficulty	1.0	0.0388	cultivate the	1.0	0.0388	be earnest and	1.0	0.0388	should employ them in	1.0	0.0388	if in serving his prince	1.0	0.0388	men say that he has not	1	0.0388
386	speaking	1.0	0.0388	the friendship	1.0	0.0388	earnest and truthful	1.0	0.0388	employ them in polite	1.0	0.0388	in serving his prince he	1.0	0.0388	say that he has not learned	1	0.0388
387	nui	1.0	0.0388	friendship of	1.0	0.0388	and truthful he	1.0	0.0388	them in polite studies	1.0	0.0388	serving his prince he can	1.0	0.0388	that he has not learned i	1	0.0388
388	constitute	1.0	0.0388	has time	1.0	0.0388	truthful he should	1.0	0.0388	in polite studies tsze	1.0	0.0388	his prince he can devote	1.0	0.0388	he has not learned i will	1	0.0388
389	internal	1.0	0.0388	time and	1.0	0.0388	he should overflow	1.0	0.0388	polite studies tsze hsia	1.0	0.0388	prince he can devote his	1.0	0.0388	has not learned i will certainly	1	0.0388
390	examination	1.0	0.0388	and opportunity	1.0	0.0388	should overflow in	1.0	0.0388	studies tsze hsia said	1.0	0.0388	he can devote his life	1.0	0.0388	not learned i will certainly say	1	0.0388
391	discovers	1.0	0.0388	opportunity after	1.0	0.0388	overflow in love	1.0	0.0388	tsze hsia said if	1.0	0.0388	can devote his life if	1.0	0.0388	learned i will certainly say that	1	0.0388
392	nothing	1.0	0.0388	the performance	1.0	0.0388	in love to	1.0	0.0388	hsia said if a	1.0	0.0388	devote his life if in	1.0	0.0388	i will certainly say that he	1	0.0388
393	wrong	1.0	0.0388	performance of	1.0	0.0388	love to all	1.0	0.0388	said if a man	1.0	0.0388	his life if in his	1.0	0.0388	will certainly say that he has	1	0.0388
394	full	1.0	0.0388	these things	1.0	0.0388	all and cultivate	1.0	0.0388	if a man withdraws	1.0	0.0388	life if in his intercourse	1.0	0.0388	certainly say that he has the	1	0.0388
395	following	1.0	0.0388	things he	1.0	0.0388	and cultivate the	1.0	0.0388	a man withdraws his	1.0	0.0388	if in his intercourse with	1.0	0.0388	say that he has the master	1	0.0388
396	determined	1.0	0.0388	should employ	1.0	0.0388	cultivate the friendship	1.0	0.0388	man withdraws his mind	1.0	0.0388	in his intercourse with his	1.0	0.0388	that he has the master said	1	0.0388
397	appointment	1.0	0.0388	employ them	1.0	0.0388	the friendship of	1.0	0.0388	withdraws his mind from	1.0	0.0388	his intercourse with his friends	1.0	0.0388	he has the master said if	1	0.0388
398	riches	1.0	0.0388	in polite	1.0	0.0388	friendship of the	1.0	0.0388	his mind from the	1.0	0.0388	intercourse with his friends his	1.0	0.0388	has the master said if the	1	0.0388
399	honors	1.0	0.0388	polite studies	1.0	0.0388	of the good	1.0	0.0388	mind from the love	1.0	0.0388	with his friends his words	1.0	0.0388	the master said if the scholar	1	0.0388
400	depend	1.0	0.0388	studies tsze	1.0	0.0388	the good when	1.0	0.0388	from the love of	1.0	0.0388	his friends his words are	1.0	0.0388	master said if the scholar be	1	0.0388
401	reverentially	1.0	0.0388	man withdraws	1.0	0.0388	good when he	1.0	0.0388	the love of beauty	1.0	0.0388	friends his words are sincere	1.0	0.0388	said if the scholar be not	1	0.0388
402	order	1.0	0.0388	withdraws his	1.0	0.0388	he has time	1.0	0.0388	love of beauty and	1.0	0.0388	his words are sincere although	1.0	0.0388	if the scholar be not grave	1	0.0388
403	observant	1.0	0.0388	his mind	1.0	0.0388	has time and	1.0	0.0388	of beauty and applies	1.0	0.0388	words are sincere although men	1.0	0.0388	the scholar be not grave he	1	0.0388
404	within	1.0	0.0388	mind from	1.0	0.0388	time and opportunity	1.0	0.0388	beauty and applies it	1.0	0.0388	are sincere although men say	1.0	0.0388	scholar be not grave he will	1	0.0388
405	seas	1.0	0.0388	of beauty	1.0	0.0388	and opportunity after	1.0	0.0388	and applies it as	1.0	0.0388	sincere although men say that	1.0	0.0388	be not grave he will not	1	0.0388
406	constituted	1.0	0.0388	beauty and	1.0	0.0388	opportunity after the	1.0	0.0388	applies it as sincerely	1.0	0.0388	although men say that he	1.0	0.0388	not grave he will not call	1	0.0388
407	gradually	1.0	0.0388	and applies	1.0	0.0388	after the performance	1.0	0.0388	it as sincerely to	1.0	0.0388	men say that he has	1.0	0.0388	grave he will not call forth	1	0.0388
408	soaks	1.0	0.0388	applies it	1.0	0.0388	the performance of	1.0	0.0388	as sincerely to the	1.0	0.0388	say that he has not	1.0	0.0388	he will not call forth any	1	0.0388
409	startle	1.0	0.0388	as sincerely	1.0	0.0388	performance of these	1.0	0.0388	sincerely to the love	1.0	0.0388	that he has not learned	1.0	0.0388	will not call forth any veneration	1	0.0388
410	wound	1.0	0.0388	sincerely to	1.0	0.0388	of these things	1.0	0.0388	to the love of	1.0	0.0388	he has not learned i	1.0	0.0388	not call forth any veneration and	1	0.0388
411	flesh	1.0	0.0388	the virtuous	1.0	0.0388	these things he	1.0	0.0388	the love of the	1.0	0.0388	has not learned i will	1.0	0.0388	call forth any veneration and his	1	0.0388
412	intelligent	1.0	0.0388	virtuous if	1.0	0.0388	things he should	1.0	0.0388	love of the virtuous	1.0	0.0388	not learned i will certainly	1.0	0.0388	forth any veneration and his learning	1	0.0388
413	yea	1.0	0.0388	parents he	1.0	0.0388	he should employ	1.0	0.0388	of the virtuous if	1.0	0.0388	learned i will certainly say	1.0	0.0388	any veneration and his learning will	1	0.0388
414	soaking	1.0	0.0388	can exert	1.0	0.0388	should employ them	1.0	0.0388	the virtuous if in	1.0	0.0388	i will certainly say that	1.0	0.0388	veneration and his learning will not	1	0.0388
415	startling	1.0	0.0388	exert his	1.0	0.0388	employ them in	1.0	0.0388	virtuous if in serving	1.0	0.0388	will certainly say that he	1.0	0.0388	and his learning will not be	1	0.0388
416	farseeing	1.0	0.0388	his utmost	1.0	0.0388	them in polite	1.0	0.0388	in serving his parents	1.0	0.0388	certainly say that he has	1.0	0.0388	his learning will not be solid	1	0.0388
417	requisites	1.0	0.0388	utmost strength	1.0	0.0388	in polite studies	1.0	0.0388	serving his parents he	1.0	0.0388	say that he has the	1.0	0.0388	learning will not be solid hold	1	0.0388
418	confidence	1.0	0.0388	strength if	1.0	0.0388	polite studies tsze	1.0	0.0388	his parents he can	1.0	0.0388	that he has the master	1.0	0.0388	will not be solid hold faithfulness	1	0.0388
419	ruler	1.0	0.0388	his prince	1.0	0.0388	studies tsze hsia	1.0	0.0388	parents he can exert	1.0	0.0388	he has the master said	1.0	0.0388	not be solid hold faithfulness and	1	0.0388
420	remaining	1.0	0.0388	prince he	1.0	0.0388	hsia said if	1.0	0.0388	he can exert his	1.0	0.0388	has the master said if	1.0	0.0388	be solid hold faithfulness and sincerity	1	0.0388
421	old	1.0	0.0388	can devote	1.0	0.0388	said if a	1.0	0.0388	can exert his utmost	1.0	0.0388	the master said if the	1.0	0.0388	solid hold faithfulness and sincerity as	1	0.0388
422	lot	1.0	0.0388	devote his	1.0	0.0388	a man withdraws	1.0	0.0388	exert his utmost strength	1.0	0.0388	master said if the scholar	1.0	0.0388	and sincerity as first principles have	1	0.0388
423	faith	1.0	0.0388	his life	1.0	0.0388	man withdraws his	1.0	0.0388	his utmost strength if	1.0	0.0388	said if the scholar be	1.0	0.0388	sincerity as first principles have no	1	0.0388
424	rulers	1.0	0.0388	life if	1.0	0.0388	withdraws his mind	1.0	0.0388	utmost strength if in	1.0	0.0388	if the scholar be not	1.0	0.0388	as first principles have no friends	1	0.0388
425	standing	1.0	0.0388	his intercourse	1.0	0.0388	his mind from	1.0	0.0388	strength if in serving	1.0	0.0388	the scholar be not grave	1.0	0.0388	first principles have no friends not	1	0.0388
426	substantial	1.0	0.0388	friends his	1.0	0.0388	mind from the	1.0	0.0388	in serving his prince	1.0	0.0388	scholar be not grave he	1.0	0.0388	principles have no friends not equal	1	0.0388
427	wanted	1.0	0.0388	his words	1.0	0.0388	from the love	1.0	0.0388	serving his prince he	1.0	0.0388	be not grave he will	1.0	0.0388	have no friends not equal to	1	0.0388
428	ornamental	1.0	0.0388	words are	1.0	0.0388	love of beauty	1.0	0.0388	his prince he can	1.0	0.0388	not grave he will not	1.0	0.0388	no friends not equal to yourself	1	0.0388
429	accomplishments	1.0	0.0388	are sincere	1.0	0.0388	of beauty and	1.0	0.0388	prince he can devote	1.0	0.0388	grave he will not call	1.0	0.0388	friends not equal to yourself when	1	0.0388
430	alas	1.0	0.0388	sincere although	1.0	0.0388	beauty and applies	1.0	0.0388	he can devote his	1.0	0.0388	he will not call forth	1.0	0.0388	not equal to yourself when you	1	0.0388
431	show	1.0	0.0388	although men	1.0	0.0388	and applies it	1.0	0.0388	can devote his life	1.0	0.0388	will not call forth any	1.0	0.0388	equal to yourself when you have	1	0.0388
432	horses	1.0	0.0388	men say	1.0	0.0388	applies it as	1.0	0.0388	devote his life if	1.0	0.0388	not call forth any veneration	1.0	0.0388	to yourself when you have faults	1	0.0388
433	overtake	1.0	0.0388	not learned	1.0	0.0388	it as sincerely	1.0	0.0388	his life if in	1.0	0.0388	call forth any veneration and	1.0	0.0388	yourself when you have faults do	1	0.0388
434	tongue	1.0	0.0388	learned i	1.0	0.0388	as sincerely to	1.0	0.0388	life if in his	1.0	0.0388	forth any veneration and his	1.0	0.0388	when you have faults do not	1	0.0388
435	tiger	1.0	0.0388	will certainly	1.0	0.0388	sincerely to the	1.0	0.0388	if in his intercourse	1.0	0.0388	any veneration and his learning	1.0	0.0388	you have faults do not fear	1	0.0388
436	leopard	1.0	0.0388	certainly say	1.0	0.0388	to the love	1.0	0.0388	in his intercourse with	1.0	0.0388	veneration and his learning will	1.0	0.0388	have faults do not fear to	1	0.0388
437	dog	1.0	0.0388	the scholar	1.0	0.0388	love of the	1.0	0.0388	his intercourse with his	1.0	0.0388	and his learning will not	1.0	0.0388	faults do not fear to abandon	1	0.0388
438	goat	1.0	0.0388	scholar be	1.0	0.0388	of the virtuous	1.0	0.0388	intercourse with his friends	1.0	0.0388	his learning will not be	1.0	0.0388	do not fear to abandon them	1	0.0388
439	ai	1.0	0.0388	not grave	1.0	0.0388	the virtuous if	1.0	0.0388	with his friends his	1.0	0.0388	learning will not be solid	1.0	0.0388	not fear to abandon them the	1	0.0388
440	year	1.0	0.0388	grave he	1.0	0.0388	virtuous if in	1.0	0.0388	his friends his words	1.0	0.0388	will not be solid hold	1.0	0.0388	fear to abandon them the philosopher	1	0.0388
441	scarcity	1.0	0.0388	not call	1.0	0.0388	serving his parents	1.0	0.0388	friends his words are	1.0	0.0388	not be solid hold faithfulness	1.0	0.0388	to abandon them the philosopher tsang	1	0.0388
442	returns	1.0	0.0388	call forth	1.0	0.0388	his parents he	1.0	0.0388	his words are sincere	1.0	0.0388	be solid hold faithfulness and	1.0	0.0388	abandon them the philosopher tsang said	1	0.0388
443	sufficient	1.0	0.0388	forth any	1.0	0.0388	parents he can	1.0	0.0388	words are sincere although	1.0	0.0388	solid hold faithfulness and sincerity	1.0	0.0388	them the philosopher tsang said let	1	0.0388
444	simply	1.0	0.0388	any veneration	1.0	0.0388	he can exert	1.0	0.0388	are sincere although men	1.0	0.0388	sincerity as first principles have	1.0	0.0388	the philosopher tsang said let there	1	0.0388
445	tithe	1.0	0.0388	veneration and	1.0	0.0388	can exert his	1.0	0.0388	sincere although men say	1.0	0.0388	as first principles have no	1.0	0.0388	philosopher tsang said let there be	1	0.0388
446	tenths	1.0	0.0388	his learning	1.0	0.0388	exert his utmost	1.0	0.0388	although men say that	1.0	0.0388	first principles have no friends	1.0	0.0388	tsang said let there be a	1	0.0388
447	enough	1.0	0.0388	learning will	1.0	0.0388	his utmost strength	1.0	0.0388	men say that he	1.0	0.0388	principles have no friends not	1.0	0.0388	said let there be a careful	1	0.0388
448	system	1.0	0.0388	be solid	1.0	0.0388	utmost strength if	1.0	0.0388	he has not learned	1.0	0.0388	have no friends not equal	1.0	0.0388	let there be a careful attention	1	0.0388
449	tenth	1.0	0.0388	solid hold	1.0	0.0388	strength if in	1.0	0.0388	has not learned i	1.0	0.0388	no friends not equal to	1.0	0.0388	there be a careful attention to	1	0.0388
450	left	1.0	0.0388	principles have	1.0	0.0388	serving his prince	1.0	0.0388	not learned i will	1.0	0.0388	friends not equal to yourself	1.0	0.0388	be a careful attention to perform	1	0.0388
451	exalted	1.0	0.0388	no friends	1.0	0.0388	his prince he	1.0	0.0388	learned i will certainly	1.0	0.0388	not equal to yourself when	1.0	0.0388	a careful attention to perform the	1	0.0388
452	discovered	1.0	0.0388	friends not	1.0	0.0388	prince he can	1.0	0.0388	i will certainly say	1.0	0.0388	equal to yourself when you	1.0	0.0388	careful attention to perform the funeral	1	0.0388
453	moving	1.0	0.0388	have faults	1.0	0.0388	he can devote	1.0	0.0388	will certainly say that	1.0	0.0388	yourself when you have faults	1.0	0.0388	attention to perform the funeral rites	1	0.0388
454	continually	1.0	0.0388	faults do	1.0	0.0388	can devote his	1.0	0.0388	certainly say that he	1.0	0.0388	when you have faults do	1.0	0.0388	to perform the funeral rites to	1	0.0388
455	hate	1.0	0.0388	not fear	1.0	0.0388	devote his life	1.0	0.0388	he has the master	1.0	0.0388	you have faults do not	1.0	0.0388	perform the funeral rites to parents	1	0.0388
456	wished	1.0	0.0388	fear to	1.0	0.0388	his life if	1.0	0.0388	has the master said	1.0	0.0388	have faults do not fear	1.0	0.0388	the funeral rites to parents and	1	0.0388
457	also	1.0	0.0388	to abandon	1.0	0.0388	life if in	1.0	0.0388	the master said if	1.0	0.0388	faults do not fear to	1.0	0.0388	funeral rites to parents and let	1	0.0388
458	account	1.0	0.0388	abandon them	1.0	0.0388	in his intercourse	1.0	0.0388	master said if the	1.0	0.0388	do not fear to abandon	1.0	0.0388	rites to parents and let them	1	0.0388
459	come	1.0	0.0388	said let	1.0	0.0388	his intercourse with	1.0	0.0388	said if the scholar	1.0	0.0388	not fear to abandon them	1.0	0.0388	to parents and let them be	1	0.0388
460	difference	1.0	0.0388	let there	1.0	0.0388	intercourse with his	1.0	0.0388	if the scholar be	1.0	0.0388	fear to abandon them the	1.0	0.0388	parents and let them be followed	1	0.0388
461	ching	1.0	0.0388	a careful	1.0	0.0388	his friends his	1.0	0.0388	the scholar be not	1.0	0.0388	to abandon them the philosopher	1.0	0.0388	and let them be followed when	1	0.0388
462	revenue	1.0	0.0388	careful attention	1.0	0.0388	friends his words	1.0	0.0388	scholar be not grave	1.0	0.0388	abandon them the philosopher tsang	1.0	0.0388	let them be followed when long	1	0.0388
463	ah	1.0	0.0388	to perform	1.0	0.0388	his words are	1.0	0.0388	be not grave he	1.0	0.0388	them the philosopher tsang said	1.0	0.0388	them be followed when long gone	1	0.0388
464	half	1.0	0.0388	perform the	1.0	0.0388	words are sincere	1.0	0.0388	not grave he will	1.0	0.0388	the philosopher tsang said let	1.0	0.0388	be followed when long gone with	1	0.0388
465	word	1.0	0.0388	the funeral	1.0	0.0388	are sincere although	1.0	0.0388	grave he will not	1.0	0.0388	philosopher tsang said let there	1.0	0.0388	followed when long gone with the	1	0.0388
466	settle	1.0	0.0388	funeral rites	1.0	0.0388	sincere although men	1.0	0.0388	he will not call	1.0	0.0388	tsang said let there be	1.0	0.0388	when long gone with the ceremonies	1	0.0388
467	lu	1.0	0.0388	rites to	1.0	0.0388	although men say	1.0	0.0388	will not call forth	1.0	0.0388	said let there be a	1.0	0.0388	long gone with the ceremonies of	1	0.0388
468	slept	1.0	0.0388	to parents	1.0	0.0388	men say that	1.0	0.0388	not call forth any	1.0	0.0388	let there be a careful	1.0	0.0388	gone with the ceremonies of sacrifice	1	0.0388
469	promise	1.0	0.0388	parents and	1.0	0.0388	has not learned	1.0	0.0388	call forth any veneration	1.0	0.0388	there be a careful attention	1.0	0.0388	with the ceremonies of sacrifice then	1	0.0388
470	hearing	1.0	0.0388	let them	1.0	0.0388	not learned i	1.0	0.0388	forth any veneration and	1.0	0.0388	be a careful attention to	1.0	0.0388	the ceremonies of sacrifice then the	1	0.0388
471	body	1.0	0.0388	be followed	1.0	0.0388	learned i will	1.0	0.0388	any veneration and his	1.0	0.0388	a careful attention to perform	1.0	0.0388	ceremonies of sacrifice then the virtue	1	0.0388
472	necessary	1.0	0.0388	followed when	1.0	0.0388	i will certainly	1.0	0.0388	veneration and his learning	1.0	0.0388	careful attention to perform the	1.0	0.0388	of sacrifice then the virtue of	1	0.0388
473	however	1.0	0.0388	when long	1.0	0.0388	will certainly say	1.0	0.0388	and his learning will	1.0	0.0388	attention to perform the funeral	1.0	0.0388	sacrifice then the virtue of the	1	0.0388
474	cause	1.0	0.0388	long gone	1.0	0.0388	certainly say that	1.0	0.0388	his learning will not	1.0	0.0388	to perform the funeral rites	1.0	0.0388	then the virtue of the people	1	0.0388
475	art	1.0	0.0388	gone with	1.0	0.0388	has the master	1.0	0.0388	learning will not be	1.0	0.0388	perform the funeral rites to	1.0	0.0388	the virtue of the people will	1	0.0388
476	governing	1.0	0.0388	the ceremonies	1.0	0.0388	master said if	1.0	0.0388	will not be solid	1.0	0.0388	the funeral rites to parents	1.0	0.0388	virtue of the people will resume	1	0.0388
477	keep	1.0	0.0388	ceremonies of	1.0	0.0388	said if the	1.0	0.0388	not be solid hold	1.0	0.0388	funeral rites to parents and	1.0	0.0388	of the people will resume its	1	0.0388
478	affairs	1.0	0.0388	of sacrifice	1.0	0.0388	if the scholar	1.0	0.0388	be solid hold faithfulness	1.0	0.0388	rites to parents and let	1.0	0.0388	the people will resume its proper	1	0.0388
479	weariness	1.0	0.0388	sacrifice then	1.0	0.0388	the scholar be	1.0	0.0388	solid hold faithfulness and	1.0	0.0388	to parents and let them	1.0	0.0388	people will resume its proper excellence	1	0.0388
480	undeviating	1.0	0.0388	the virtue	1.0	0.0388	scholar be not	1.0	0.0388	as first principles have	1.0	0.0388	parents and let them be	1.0	0.0388	will resume its proper excellence tsze	1	0.0388
481	consistency	1.0	0.0388	virtue of	1.0	0.0388	be not grave	1.0	0.0388	first principles have no	1.0	0.0388	and let them be followed	1.0	0.0388	resume its proper excellence tsze ch	1	0.0388
482	extensively	1.0	0.0388	will resume	1.0	0.0388	not grave he	1.0	0.0388	principles have no friends	1.0	0.0388	let them be followed when	1.0	0.0388	its proper excellence tsze ch in	1	0.0388
483	studying	1.0	0.0388	resume its	1.0	0.0388	grave he will	1.0	0.0388	have no friends not	1.0	0.0388	them be followed when long	1.0	0.0388	proper excellence tsze ch in asked	1	0.0388
484	keeping	1.0	0.0388	proper excellence	1.0	0.0388	will not call	1.0	0.0388	no friends not equal	1.0	0.0388	be followed when long gone	1.0	0.0388	excellence tsze ch in asked tsze	1	0.0388
485	restraint	1.0	0.0388	excellence tsze	1.0	0.0388	not call forth	1.0	0.0388	friends not equal to	1.0	0.0388	followed when long gone with	1.0	0.0388	tsze ch in asked tsze kung	1	0.0388
486	err	1.0	0.0388	ch in	1.0	0.0388	call forth any	1.0	0.0388	not equal to yourself	1.0	0.0388	when long gone with the	1.0	0.0388	ch in asked tsze kung saying	1	0.0388
487	seeks	1.0	0.0388	in asked	1.0	0.0388	forth any veneration	1.0	0.0388	equal to yourself when	1.0	0.0388	long gone with the ceremonies	1.0	0.0388	in asked tsze kung saying when	1	0.0388
488	admirable	1.0	0.0388	asked tsze	1.0	0.0388	any veneration and	1.0	0.0388	when you have faults	1.0	0.0388	gone with the ceremonies of	1.0	0.0388	asked tsze kung saying when our	1	0.0388
489	bad	1.0	0.0388	kung saying	1.0	0.0388	veneration and his	1.0	0.0388	you have faults do	1.0	0.0388	with the ceremonies of sacrifice	1.0	0.0388	tsze kung saying when our master	1	0.0388
490	opposite	1.0	0.0388	saying when	1.0	0.0388	and his learning	1.0	0.0388	have faults do not	1.0	0.0388	the ceremonies of sacrifice then	1.0	0.0388	kung saying when our master comes	1	0.0388
491	govern	1.0	0.0388	master comes	1.0	0.0388	his learning will	1.0	0.0388	faults do not fear	1.0	0.0388	ceremonies of sacrifice then the	1.0	0.0388	saying when our master comes to	1	0.0388
492	means	1.0	0.0388	comes to	1.0	0.0388	learning will not	1.0	0.0388	do not fear to	1.0	0.0388	of sacrifice then the virtue	1.0	0.0388	when our master comes to any	1	0.0388
493	rectify	1.0	0.0388	any country	1.0	0.0388	not be solid	1.0	0.0388	not fear to abandon	1.0	0.0388	sacrifice then the virtue of	1.0	0.0388	our master comes to any country	1	0.0388
494	correctness	1.0	0.0388	not fail	1.0	0.0388	be solid hold	1.0	0.0388	fear to abandon them	1.0	0.0388	then the virtue of the	1.0	0.0388	master comes to any country he	1	0.0388
495	dare	1.0	0.0388	fail to	1.0	0.0388	solid hold faithfulness	1.0	0.0388	to abandon them the	1.0	0.0388	the virtue of the people	1.0	0.0388	comes to any country he does	1	0.0388
496	number	1.0	0.0388	learn all	1.0	0.0388	first principles have	1.0	0.0388	abandon them the philosopher	1.0	0.0388	virtue of the people will	1.0	0.0388	to any country he does not	1	0.0388
497	thieves	1.0	0.0388	its government	1.0	0.0388	principles have no	1.0	0.0388	them the philosopher tsang	1.0	0.0388	of the people will resume	1.0	0.0388	any country he does not fail	1	0.0388
498	away	1.0	0.0388	government does	1.0	0.0388	have no friends	1.0	0.0388	philosopher tsang said let	1.0	0.0388	the people will resume its	1.0	0.0388	country he does not fail to	1	0.0388
499	covetous	1.0	0.0388	he ask	1.0	0.0388	no friends not	1.0	0.0388	tsang said let there	1.0	0.0388	people will resume its proper	1.0	0.0388	he does not fail to learn	1	0.0388
500	reward	1.0	0.0388	ask his	1.0	0.0388	friends not equal	1.0	0.0388	said let there be	1.0	0.0388	will resume its proper excellence	1.0	0.0388	does not fail to learn all	1	0.0388
501	steal	1.0	0.0388	information or	1.0	0.0388	equal to yourself	1.0	0.0388	let there be a	1.0	0.0388	resume its proper excellence tsze	1.0	0.0388	not fail to learn all about	1	0.0388
502	unprincipled	1.0	0.0388	it given	1.0	0.0388	you have faults	1.0	0.0388	there be a careful	1.0	0.0388	its proper excellence tsze ch	1.0	0.0388	fail to learn all about its	1	0.0388
503	principled	1.0	0.0388	given to	1.0	0.0388	have faults do	1.0	0.0388	be a careful attention	1.0	0.0388	proper excellence tsze ch in	1.0	0.0388	to learn all about its government	1	0.0388
504	carrying	1.0	0.0388	him tsze	1.0	0.0388	faults do not	1.0	0.0388	a careful attention to	1.0	0.0388	excellence tsze ch in asked	1.0	0.0388	learn all about its government does	1	0.0388
505	use	1.0	0.0388	said our	1.0	0.0388	do not fear	1.0	0.0388	careful attention to perform	1.0	0.0388	tsze ch in asked tsze	1.0	0.0388	all about its government does he	1	0.0388
506	evinced	1.0	0.0388	is benign	1.0	0.0388	not fear to	1.0	0.0388	attention to perform the	1.0	0.0388	ch in asked tsze kung	1.0	0.0388	about its government does he ask	1	0.0388
507	desires	1.0	0.0388	benign upright	1.0	0.0388	fear to abandon	1.0	0.0388	to perform the funeral	1.0	0.0388	in asked tsze kung saying	1.0	0.0388	its government does he ask his	1	0.0388
508	relation	1.0	0.0388	upright courteous	1.0	0.0388	to abandon them	1.0	0.0388	perform the funeral rites	1.0	0.0388	asked tsze kung saying when	1.0	0.0388	government does he ask his information	1	0.0388
509	inferiors	1.0	0.0388	courteous temperate	1.0	0.0388	abandon them the	1.0	0.0388	the funeral rites to	1.0	0.0388	tsze kung saying when our	1.0	0.0388	does he ask his information or	1	0.0388
510	bend	1.0	0.0388	temperate and	1.0	0.0388	them the philosopher	1.0	0.0388	funeral rites to parents	1.0	0.0388	kung saying when our master	1.0	0.0388	he ask his information or is	1	0.0388
511	blows	1.0	0.0388	and complaisant	1.0	0.0388	tsang said let	1.0	0.0388	rites to parents and	1.0	0.0388	saying when our master comes	1.0	0.0388	ask his information or is it	1	0.0388
512	across	1.0	0.0388	complaisant and	1.0	0.0388	said let there	1.0	0.0388	to parents and let	1.0	0.0388	when our master comes to	1.0	0.0388	his information or is it given	1	0.0388
513	officer	1.0	0.0388	and thus	1.0	0.0388	let there be	1.0	0.0388	parents and let them	1.0	0.0388	our master comes to any	1.0	0.0388	information or is it given to	1	0.0388
514	throughout	1.0	0.0388	thus he	1.0	0.0388	be a careful	1.0	0.0388	and let them be	1.0	0.0388	master comes to any country	1.0	0.0388	or is it given to him	1	0.0388
515	straightforward	1.0	0.0388	he gets	1.0	0.0388	a careful attention	1.0	0.0388	let them be followed	1.0	0.0388	comes to any country he	1.0	0.0388	is it given to him tsze	1	0.0388
516	righteousness	1.0	0.0388	gets his	1.0	0.0388	careful attention to	1.0	0.0388	them be followed when	1.0	0.0388	to any country he does	1.0	0.0388	it given to him tsze kung	1	0.0388
517	examines	1.0	0.0388	information the	1.0	0.0388	attention to perform	1.0	0.0388	be followed when long	1.0	0.0388	any country he does not	1.0	0.0388	given to him tsze kung said	1	0.0388
518	looks	1.0	0.0388	master s	1.0	0.0388	to perform the	1.0	0.0388	followed when long gone	1.0	0.0388	country he does not fail	1.0	0.0388	to him tsze kung said our	1	0.0388
519	countenances	1.0	0.0388	s mode	1.0	0.0388	perform the funeral	1.0	0.0388	when long gone with	1.0	0.0388	he does not fail to	1.0	0.0388	him tsze kung said our master	1	0.0388
