id	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
3385				likes were	1.0	0.0067	on your rights	1.0	0.0067	teacher but to fail	1.0	0.0067	words are not just wind	1.0	0.0067	and wrong how can the way	1	0.0067
3386				they different	1.0	0.0067	your rights and	1.0	0.0067	but to fail to	1.0	0.0067	are not just wind words	1.0	0.0067	wrong how can the way go	1	0.0067
3387				true sage	1.0	0.0067	and wrongs this	1.0	0.0067	to fail to abide	1.0	0.0067	not just wind words have	1.0	0.0067	how can the way go away	1	0.0067
3388				sage what	1.0	0.0067	wrongs this is	1.0	0.0067	fail to abide by	1.0	0.0067	just wind words have something	1.0	0.0067	can the way go away and	1	0.0067
3389				they liked	1.0	0.0067	that you set	1.0	0.0067	to abide by this	1.0	0.0067	wind words have something to	1.0	0.0067	the way go away and not	1	0.0067
3390				liked they	1.0	0.0067	you set off	1.0	0.0067	abide by this mind	1.0	0.0067	words have something to say	1.0	0.0067	way go away and not exist	1	0.0067
3391				clear what	1.0	0.0067	set off for	1.0	0.0067	by this mind and	1.0	0.0067	have something to say but	1.0	0.0067	go away and not exist how	1	0.0067
3392				not clear	1.0	0.0067	off for yue	1.0	0.0067	this mind and still	1.0	0.0067	something to say but if	1.0	0.0067	away and not exist how can	1	0.0067
3393				clear about	1.0	0.0067	for yue today	1.0	0.0067	mind and still insist	1.0	0.0067	to say but if what	1.0	0.0067	and not exist how can words	1	0.0067
3394				they ended	1.0	0.0067	yue today and	1.0	0.0067	and still insist on	1.0	0.0067	say but if what they	1.0	0.0067	not exist how can words exist	1	0.0067
3395				ended in	1.0	0.0067	today and got	1.0	0.0067	still insist on your	1.0	0.0067	what they have to say	1.0	0.0067	exist how can words exist and	1	0.0067
3396				the foolishness	1.0	0.0067	and got there	1.0	0.0067	insist on your rights	1.0	0.0067	they have to say is	1.0	0.0067	how can words exist and not	1	0.0067
3397				foolishness of	1.0	0.0067	got there yesterday	1.0	0.0067	on your rights and	1.0	0.0067	have to say is not	1.0	0.0067	can words exist and not be	1	0.0067
3398				of hard	1.0	0.0067	there yesterday 4	1.0	0.0067	your rights and wrongs	1.0	0.0067	to say is not fixed	1.0	0.0067	words exist and not be acceptable	1	0.0067
3399				hard and	1.0	0.0067	yesterday 4 this	1.0	0.0067	rights and wrongs this	1.0	0.0067	say is not fixed then	1.0	0.0067	exist and not be acceptable when	1	0.0067
3400				and white	1.0	0.0067	4 this is	1.0	0.0067	and wrongs this is	1.0	0.0067	is not fixed then do	1.0	0.0067	and not be acceptable when the	1	0.0067
3401				white 9	1.0	0.0067	is to claim	1.0	0.0067	wrongs this is like	1.0	0.0067	not fixed then do they	1.0	0.0067	not be acceptable when the way	1	0.0067
3402				9 their	1.0	0.0067	to claim that	1.0	0.0067	saying that you set	1.0	0.0067	fixed then do they really	1.0	0.0067	be acceptable when the way relies	1	0.0067
3403				their sons	1.0	0.0067	exist exists if	1.0	0.0067	that you set off	1.0	0.0067	then do they really say	1.0	0.0067	acceptable when the way relies on	1	0.0067
3404				sons too	1.0	0.0067	exists if you	1.0	0.0067	you set off for	1.0	0.0067	do they really say something	1.0	0.0067	when the way relies on little	1	0.0067
3405				too devoted	1.0	0.0067	if you claim	1.0	0.0067	set off for yue	1.0	0.0067	they really say something or	1.0	0.0067	the way relies on little accomplishments	1	0.0067
3406				devoted all	1.0	0.0067	you claim that	1.0	0.0067	off for yue today	1.0	0.0067	really say something or do	1.0	0.0067	way relies on little accomplishments and	1	0.0067
3407				their lives	1.0	0.0067	exist exists then	1.0	0.0067	for yue today and	1.0	0.0067	say something or do they	1.0	0.0067	relies on little accomplishments and words	1	0.0067
3408				lives to	1.0	0.0067	exists then even	1.0	0.0067	yue today and got	1.0	0.0067	something or do they say	1.0	0.0067	on little accomplishments and words rely	1	0.0067
3409				their fathers	1.0	0.0067	even the holy	1.0	0.0067	today and got there	1.0	0.0067	or do they say nothing	1.0	0.0067	little accomplishments and words rely on	1	0.0067
3410				fathers 10	1.0	0.0067	the holy sage	1.0	0.0067	and got there yesterday	1.0	0.0067	do they say nothing people	1.0	0.0067	accomplishments and words rely on vain	1	0.0067
3411				10 theories	1.0	0.0067	holy sage yu	1.0	0.0067	got there yesterday 4	1.0	0.0067	they say nothing people suppose	1.0	0.0067	and words rely on vain show	1	0.0067
3412				theories but	1.0	0.0067	sage yu couldn	1.0	0.0067	there yesterday 4 this	1.0	0.0067	say nothing people suppose that	1.0	0.0067	words rely on vain show then	1	0.0067
3413				but till	1.0	0.0067	yu couldn t	1.0	0.0067	yesterday 4 this is	1.0	0.0067	nothing people suppose that words	1.0	0.0067	rely on vain show then we	1	0.0067
3414				till their	1.0	0.0067	couldn t understand	1.0	0.0067	4 this is to	1.0	0.0067	people suppose that words are	1.0	0.0067	on vain show then we have	1	0.0067
3415				their death	1.0	0.0067	t understand you	1.0	0.0067	this is to claim	1.0	0.0067	suppose that words are different	1.0	0.0067	vain show then we have the	1	0.0067
3416				death never	1.0	0.0067	understand you much	1.0	0.0067	is to claim that	1.0	0.0067	that words are different from	1.0	0.0067	show then we have the rights	1	0.0067
3417				never reached	1.0	0.0067	you much less	1.0	0.0067	to claim that what	1.0	0.0067	words are different from the	1.0	0.0067	then we have the rights and	1	0.0067
3418				reached any	1.0	0.0067	person like me	1.0	0.0067	t exist exists if	1.0	0.0067	are different from the peeps	1.0	0.0067	we have the rights and wrongs	1	0.0067
3419				any completion	1.0	0.0067	like me words	1.0	0.0067	exist exists if you	1.0	0.0067	different from the peeps of	1.0	0.0067	have the rights and wrongs of	1	0.0067
3420				completion can	1.0	0.0067	me words are	1.0	0.0067	exists if you claim	1.0	0.0067	from the peeps of baby	1.0	0.0067	the rights and wrongs of the	1	0.0067
3421				these men	1.0	0.0067	words are not	1.0	0.0067	if you claim that	1.0	0.0067	the peeps of baby birds	1.0	0.0067	rights and wrongs of the confucians	1	0.0067
3422				men be	1.0	0.0067	not just wind	1.0	0.0067	you claim that what	1.0	0.0067	peeps of baby birds but	1.0	0.0067	and wrongs of the confucians and	1	0.0067
3423				rest of	1.0	0.0067	just wind words	1.0	0.0067	t exist exists then	1.0	0.0067	of baby birds but is	1.0	0.0067	wrongs of the confucians and the	1	0.0067
3424				us or	1.0	0.0067	wind words have	1.0	0.0067	exist exists then even	1.0	0.0067	baby birds but is there	1.0	0.0067	of the confucians and the mohists	1	0.0067
3425				neither we	1.0	0.0067	words have something	1.0	0.0067	exists then even the	1.0	0.0067	birds but is there any	1.0	0.0067	the confucians and the mohists what	1	0.0067
3426				nor anything	1.0	0.0067	have something to	1.0	0.0067	then even the holy	1.0	0.0067	but is there any difference	1.0	0.0067	confucians and the mohists what one	1	0.0067
3427				anything else	1.0	0.0067	something to say	1.0	0.0067	even the holy sage	1.0	0.0067	is there any difference or	1.0	0.0067	and the mohists what one calls	1	0.0067
3428				else has	1.0	0.0067	to say but	1.0	0.0067	the holy sage yu	1.0	0.0067	there any difference or isn	1.0	0.0067	the mohists what one calls right	1	0.0067
3429				has ever	1.0	0.0067	say but if	1.0	0.0067	holy sage yu couldn	1.0	0.0067	any difference or isn t	1.0	0.0067	mohists what one calls right the	1	0.0067
3430				ever attained	1.0	0.0067	have to say	1.0	0.0067	sage yu couldn t	1.0	0.0067	difference or isn t there	1.0	0.0067	what one calls right the other	1	0.0067
3431				attained it	1.0	0.0067	to say is	1.0	0.0067	yu couldn t understand	1.0	0.0067	there what does the way	1.0	0.0067	one calls right the other calls	1	0.0067
3432				torch of	1.0	0.0067	say is not	1.0	0.0067	couldn t understand you	1.0	0.0067	what does the way rely	1.0	0.0067	calls right the other calls wrong	1	0.0067
3433				of chaos	1.0	0.0067	is not fixed	1.0	0.0067	t understand you much	1.0	0.0067	does the way rely on	1.0	0.0067	right the other calls wrong what	1	0.0067
3434				chaos and	1.0	0.0067	not fixed then	1.0	0.0067	understand you much less	1.0	0.0067	the way rely on 5	1.0	0.0067	the other calls wrong what one	1	0.0067
3435				and doubt	1.0	0.0067	fixed then do	1.0	0.0067	you much less a	1.0	0.0067	way rely on 5 that	1.0	0.0067	other calls wrong what one calls	1	0.0067
3436				doubt this	1.0	0.0067	do they really	1.0	0.0067	a person like me	1.0	0.0067	rely on 5 that we	1.0	0.0067	calls wrong what one calls wrong	1	0.0067
3437				sage steers	1.0	0.0067	they really say	1.0	0.0067	person like me words	1.0	0.0067	on 5 that we have	1.0	0.0067	wrong what one calls wrong the	1	0.0067
3438				steers by	1.0	0.0067	really say something	1.0	0.0067	like me words are	1.0	0.0067	5 that we have true	1.0	0.0067	what one calls wrong the other	1	0.0067
3439				by 11	1.0	0.0067	say something or	1.0	0.0067	me words are not	1.0	0.0067	that we have true and	1.0	0.0067	one calls wrong the other calls	1	0.0067
3440				11 so	1.0	0.0067	something or do	1.0	0.0067	words are not just	1.0	0.0067	we have true and false	1.0	0.0067	calls wrong the other calls right	1	0.0067
3441				not use	1.0	0.0067	do they say	1.0	0.0067	are not just wind	1.0	0.0067	have true and false what	1.0	0.0067	wrong the other calls right but	1	0.0067
3442				use things	1.0	0.0067	they say nothing	1.0	0.0067	not just wind words	1.0	0.0067	true and false what do	1.0	0.0067	the other calls right but if	1	0.0067
3443				constant this	1.0	0.0067	say nothing people	1.0	0.0067	just wind words have	1.0	0.0067	and false what do words	1.0	0.0067	other calls right but if we	1	0.0067
3444				it means	1.0	0.0067	nothing people suppose	1.0	0.0067	wind words have something	1.0	0.0067	false what do words rely	1.0	0.0067	calls right but if we want	1	0.0067
3445				use clarity	1.0	0.0067	people suppose that	1.0	0.0067	words have something to	1.0	0.0067	what do words rely on	1.0	0.0067	right but if we want to	1	0.0067
3446				clarity now	1.0	0.0067	suppose that words	1.0	0.0067	have something to say	1.0	0.0067	do words rely on that	1.0	0.0067	but if we want to right	1	0.0067
3447				am going	1.0	0.0067	that words are	1.0	0.0067	something to say but	1.0	0.0067	words rely on that we	1.0	0.0067	if we want to right their	1	0.0067
3448				a statement	1.0	0.0067	words are different	1.0	0.0067	to say but if	1.0	0.0067	rely on that we have	1.0	0.0067	we want to right their wrongs	1	0.0067
3449				statement here	1.0	0.0067	are different from	1.0	0.0067	say but if what	1.0	0.0067	on that we have right	1.0	0.0067	want to right their wrongs and	1	0.0067
3450				the category	1.0	0.0067	different from the	1.0	0.0067	they have to say	1.0	0.0067	that we have right and	1.0	0.0067	to right their wrongs and wrong	1	0.0067
3451				category of	1.0	0.0067	from the peeps	1.0	0.0067	have to say is	1.0	0.0067	we have right and wrong	1.0	0.0067	right their wrongs and wrong their	1	0.0067
3452				people s	1.0	0.0067	the peeps of	1.0	0.0067	to say is not	1.0	0.0067	have right and wrong how	1.0	0.0067	their wrongs and wrong their rights	1	0.0067
3453				s statements	1.0	0.0067	peeps of baby	1.0	0.0067	say is not fixed	1.0	0.0067	right and wrong how can	1.0	0.0067	wrongs and wrong their rights then	1	0.0067
3454				statements but	1.0	0.0067	of baby birds	1.0	0.0067	is not fixed then	1.0	0.0067	and wrong how can the	1.0	0.0067	and wrong their rights then the	1	0.0067
3455				their category	1.0	0.0067	baby birds but	1.0	0.0067	not fixed then do	1.0	0.0067	wrong how can the way	1.0	0.0067	wrong their rights then the best	1	0.0067
3456				category or	1.0	0.0067	birds but is	1.0	0.0067	fixed then do they	1.0	0.0067	how can the way go	1.0	0.0067	their rights then the best thing	1	0.0067
3457				it obviously	1.0	0.0067	there any difference	1.0	0.0067	then do they really	1.0	0.0067	can the way go away	1.0	0.0067	rights then the best thing to	1	0.0067
3458				obviously fits	1.0	0.0067	any difference or	1.0	0.0067	do they really say	1.0	0.0067	the way go away and	1.0	0.0067	then the best thing to use	1	0.0067
3459				some category	1.0	0.0067	difference or isn	1.0	0.0067	they really say something	1.0	0.0067	way go away and not	1.0	0.0067	thing to use is clarity everything	1	0.0067
3460				category so	1.0	0.0067	does the way	1.0	0.0067	really say something or	1.0	0.0067	go away and not exist	1.0	0.0067	to use is clarity everything has	1	0.0067
3461				that respect	1.0	0.0067	the way rely	1.0	0.0067	say something or do	1.0	0.0067	away and not exist how	1.0	0.0067	use is clarity everything has its	1	0.0067
3462				respect it	1.0	0.0067	way rely on	1.0	0.0067	something or do they	1.0	0.0067	and not exist how can	1.0	0.0067	is clarity everything has its that	1	0.0067
3463				no different	1.0	0.0067	rely on 5	1.0	0.0067	or do they say	1.0	0.0067	not exist how can words	1.0	0.0067	clarity everything has its that everything	1	0.0067
3464				their statements	1.0	0.0067	on 5 that	1.0	0.0067	do they say nothing	1.0	0.0067	exist how can words exist	1.0	0.0067	everything has its that everything has	1	0.0067
3465				statements however	1.0	0.0067	5 that we	1.0	0.0067	they say nothing people	1.0	0.0067	how can words exist and	1.0	0.0067	has its that everything has its	1	0.0067
3466				however let	1.0	0.0067	we have true	1.0	0.0067	say nothing people suppose	1.0	0.0067	can words exist and not	1.0	0.0067	its that everything has its this	1	0.0067
3467				me try	1.0	0.0067	have true and	1.0	0.0067	nothing people suppose that	1.0	0.0067	words exist and not be	1.0	0.0067	that everything has its this from	1	0.0067
3468				try making	1.0	0.0067	true and false	1.0	0.0067	people suppose that words	1.0	0.0067	exist and not be acceptable	1.0	0.0067	everything has its this from the	1	0.0067
3469				making my	1.0	0.0067	and false what	1.0	0.0067	suppose that words are	1.0	0.0067	and not be acceptable when	1.0	0.0067	has its this from the point	1	0.0067
3470				my statement	1.0	0.0067	false what do	1.0	0.0067	that words are different	1.0	0.0067	not be acceptable when the	1.0	0.0067	its this from the point of	1	0.0067
3471				statement there	1.0	0.0067	what do words	1.0	0.0067	words are different from	1.0	0.0067	be acceptable when the way	1.0	0.0067	this from the point of view	1	0.0067
3472				nonbeing suddenly	1.0	0.0067	do words rely	1.0	0.0067	are different from the	1.0	0.0067	acceptable when the way relies	1.0	0.0067	the point of view of that	1	0.0067
3473				suddenly there	1.0	0.0067	rely on that	1.0	0.0067	different from the peeps	1.0	0.0067	when the way relies on	1.0	0.0067	point of view of that you	1	0.0067
3474				nonbeing but	1.0	0.0067	we have right	1.0	0.0067	from the peeps of	1.0	0.0067	the way relies on little	1.0	0.0067	of view of that you cannot	1	0.0067
3475				nonbeing i	1.0	0.0067	have right and	1.0	0.0067	the peeps of baby	1.0	0.0067	way relies on little accomplishments	1.0	0.0067	view of that you cannot see	1	0.0067
3476				really know	1.0	0.0067	and wrong how	1.0	0.0067	peeps of baby birds	1.0	0.0067	relies on little accomplishments and	1.0	0.0067	of that you cannot see it	1	0.0067
3477				know which	1.0	0.0067	wrong how can	1.0	0.0067	of baby birds but	1.0	0.0067	on little accomplishments and words	1.0	0.0067	that you cannot see it but	1	0.0067
3478				nonbeing now	1.0	0.0067	can the way	1.0	0.0067	baby birds but is	1.0	0.0067	little accomplishments and words rely	1.0	0.0067	you cannot see it but through	1	0.0067
3479				something but	1.0	0.0067	the way go	1.0	0.0067	birds but is there	1.0	0.0067	accomplishments and words rely on	1.0	0.0067	cannot see it but through understanding	1	0.0067
3480				whether what	1.0	0.0067	way go away	1.0	0.0067	is there any difference	1.0	0.0067	and words rely on vain	1.0	0.0067	see it but through understanding you	1	0.0067
3481				have said	1.0	0.0067	go away and	1.0	0.0067	there any difference or	1.0	0.0067	words rely on vain show	1.0	0.0067	it but through understanding you can	1	0.0067
3482				said has	1.0	0.0067	away and not	1.0	0.0067	any difference or isn	1.0	0.0067	rely on vain show then	1.0	0.0067	but through understanding you can know	1	0.0067
3483				has really	1.0	0.0067	and not exist	1.0	0.0067	difference or isn t	1.0	0.0067	on vain show then we	1.0	0.0067	through understanding you can know it	1	0.0067
3484				really said	1.0	0.0067	not exist how	1.0	0.0067	what does the way	1.0	0.0067	vain show then we have	1.0	0.0067	understanding you can know it so	1	0.0067
3485				t said	1.0	0.0067	exist how can	1.0	0.0067	does the way rely	1.0	0.0067	show then we have the	1.0	0.0067	you can know it so i	1	0.0067
3486				something there	1.0	0.0067	how can words	1.0	0.0067	the way rely on	1.0	0.0067	then we have the rights	1.0	0.0067	can know it so i say	1	0.0067
3487				nothing in	1.0	0.0067	can words exist	1.0	0.0067	way rely on 5	1.0	0.0067	we have the rights and	1.0	0.0067	know it so i say that	1	0.0067
3488				world bigger	1.0	0.0067	words exist and	1.0	0.0067	rely on 5 that	1.0	0.0067	have the rights and wrongs	1.0	0.0067	it so i say that comes	1	0.0067
3489				bigger than	1.0	0.0067	exist and not	1.0	0.0067	on 5 that we	1.0	0.0067	the rights and wrongs of	1.0	0.0067	so i say that comes out	1	0.0067
3490				an autumn	1.0	0.0067	not be acceptable	1.0	0.0067	5 that we have	1.0	0.0067	rights and wrongs of the	1.0	0.0067	i say that comes out of	1	0.0067
3491				autumn hair	1.0	0.0067	be acceptable when	1.0	0.0067	that we have true	1.0	0.0067	and wrongs of the confucians	1.0	0.0067	say that comes out of this	1	0.0067
3492				hair and	1.0	0.0067	acceptable when the	1.0	0.0067	we have true and	1.0	0.0067	wrongs of the confucians and	1.0	0.0067	that comes out of this and	1	0.0067
3493				and mount	1.0	0.0067	when the way	1.0	0.0067	have true and false	1.0	0.0067	of the confucians and the	1.0	0.0067	comes out of this and this	1	0.0067
3494				tai is	1.0	0.0067	the way relies	1.0	0.0067	true and false what	1.0	0.0067	the confucians and the mohists	1.0	0.0067	out of this and this depends	1	0.0067
3495				is little	1.0	0.0067	way relies on	1.0	0.0067	and false what do	1.0	0.0067	confucians and the mohists what	1.0	0.0067	of this and this depends on	1	0.0067
3496				little no	1.0	0.0067	relies on little	1.0	0.0067	false what do words	1.0	0.0067	and the mohists what one	1.0	0.0067	this and this depends on that	1	0.0067
3497				one has	1.0	0.0067	on little accomplishments	1.0	0.0067	what do words rely	1.0	0.0067	the mohists what one calls	1.0	0.0067	and this depends on that which	1	0.0067
3498				has lived	1.0	0.0067	little accomplishments and	1.0	0.0067	do words rely on	1.0	0.0067	mohists what one calls right	1.0	0.0067	this depends on that which is	1	0.0067
3499				lived longer	1.0	0.0067	accomplishments and words	1.0	0.0067	words rely on that	1.0	0.0067	what one calls right the	1.0	0.0067	depends on that which is to	1	0.0067
3500				longer than	1.0	0.0067	and words rely	1.0	0.0067	rely on that we	1.0	0.0067	one calls right the other	1.0	0.0067	on that which is to say	1	0.0067
3501				a dead	1.0	0.0067	rely on vain	1.0	0.0067	that we have right	1.0	0.0067	calls right the other calls	1.0	0.0067	that which is to say that	1	0.0067
3502				dead child	1.0	0.0067	on vain show	1.0	0.0067	we have right and	1.0	0.0067	right the other calls wrong	1.0	0.0067	which is to say that this	1	0.0067
3503				child and	1.0	0.0067	vain show then	1.0	0.0067	have right and wrong	1.0	0.0067	the other calls wrong what	1.0	0.0067	is to say that this and	1	0.0067
3504				and pengzu	1.0	0.0067	show then we	1.0	0.0067	right and wrong how	1.0	0.0067	other calls wrong what one	1.0	0.0067	to say that this and that	1	0.0067
3505				pengzu died	1.0	0.0067	have the rights	1.0	0.0067	and wrong how can	1.0	0.0067	calls wrong what one calls	1.0	0.0067	say that this and that give	1	0.0067
3506				died young	1.0	0.0067	the rights and	1.0	0.0067	wrong how can the	1.0	0.0067	wrong what one calls wrong	1.0	0.0067	that this and that give birth	1	0.0067
3507				young 12	1.0	0.0067	and wrongs of	1.0	0.0067	how can the way	1.0	0.0067	what one calls wrong the	1.0	0.0067	this and that give birth to	1	0.0067
3508				12 heaven	1.0	0.0067	wrongs of the	1.0	0.0067	can the way go	1.0	0.0067	one calls wrong the other	1.0	0.0067	and that give birth to each	1	0.0067
3509				earth were	1.0	0.0067	of the confucians	1.0	0.0067	the way go away	1.0	0.0067	calls wrong the other calls	1.0	0.0067	that give birth to each other	1	0.0067
3510				were born	1.0	0.0067	the confucians and	1.0	0.0067	way go away and	1.0	0.0067	wrong the other calls right	1.0	0.0067	give birth to each other but	1	0.0067
3511				born at	1.0	0.0067	confucians and the	1.0	0.0067	go away and not	1.0	0.0067	the other calls right but	1.0	0.0067	birth to each other but where	1	0.0067
3512				same time	1.0	0.0067	and the mohists	1.0	0.0067	away and not exist	1.0	0.0067	other calls right but if	1.0	0.0067	other but where there is birth	1	0.0067
3513				one with	1.0	0.0067	the mohists what	1.0	0.0067	and not exist how	1.0	0.0067	calls right but if we	1.0	0.0067	but where there is birth there	1	0.0067
3514				already become	1.0	0.0067	mohists what one	1.0	0.0067	not exist how can	1.0	0.0067	right but if we want	1.0	0.0067	where there is birth there must	1	0.0067
3515				become one	1.0	0.0067	one calls right	1.0	0.0067	exist how can words	1.0	0.0067	but if we want to	1.0	0.0067	there is birth there must be	1	0.0067
3516				say anything	1.0	0.0067	calls right the	1.0	0.0067	how can words exist	1.0	0.0067	if we want to right	1.0	0.0067	is birth there must be death	1	0.0067
3517				anything but	1.0	0.0067	right the other	1.0	0.0067	can words exist and	1.0	0.0067	we want to right their	1.0	0.0067	birth there must be death where	1	0.0067
3518				be saying	1.0	0.0067	other calls wrong	1.0	0.0067	words exist and not	1.0	0.0067	want to right their wrongs	1.0	0.0067	there must be death where there	1	0.0067
3519				something the	1.0	0.0067	calls wrong what	1.0	0.0067	exist and not be	1.0	0.0067	to right their wrongs and	1.0	0.0067	must be death where there is	1	0.0067
3520				i said	1.0	0.0067	wrong what one	1.0	0.0067	and not be acceptable	1.0	0.0067	right their wrongs and wrong	1.0	0.0067	be death where there is death	1	0.0067
3521				said about	1.0	0.0067	one calls wrong	1.0	0.0067	not be acceptable when	1.0	0.0067	their wrongs and wrong their	1.0	0.0067	death where there is death there	1	0.0067
3522				it make	1.0	0.0067	calls wrong the	1.0	0.0067	be acceptable when the	1.0	0.0067	wrongs and wrong their rights	1.0	0.0067	where there is death there must	1	0.0067
3523				make two	1.0	0.0067	wrong the other	1.0	0.0067	acceptable when the way	1.0	0.0067	and wrong their rights then	1.0	0.0067	there is death there must be	1	0.0067
3524				and two	1.0	0.0067	other calls right	1.0	0.0067	when the way relies	1.0	0.0067	wrong their rights then the	1.0	0.0067	is death there must be birth	1	0.0067
3525				the original	1.0	0.0067	calls right but	1.0	0.0067	the way relies on	1.0	0.0067	their rights then the best	1.0	0.0067	death there must be birth where	1	0.0067
3526				original one	1.0	0.0067	right but if	1.0	0.0067	way relies on little	1.0	0.0067	rights then the best thing	1.0	0.0067	there must be birth where there	1	0.0067
3527				one make	1.0	0.0067	if we want	1.0	0.0067	relies on little accomplishments	1.0	0.0067	then the best thing to	1.0	0.0067	must be birth where there is	1	0.0067
3528				make three	1.0	0.0067	we want to	1.0	0.0067	on little accomplishments and	1.0	0.0067	to use is clarity everything	1.0	0.0067	be birth where there is acceptability	1	0.0067
3529				three if	1.0	0.0067	want to right	1.0	0.0067	little accomplishments and words	1.0	0.0067	use is clarity everything has	1.0	0.0067	birth where there is acceptability there	1	0.0067
3530				we go	1.0	0.0067	to right their	1.0	0.0067	accomplishments and words rely	1.0	0.0067	is clarity everything has its	1.0	0.0067	where there is acceptability there must	1	0.0067
3531				way then	1.0	0.0067	right their wrongs	1.0	0.0067	and words rely on	1.0	0.0067	clarity everything has its that	1.0	0.0067	there is acceptability there must be	1	0.0067
3532				the cleverest	1.0	0.0067	their wrongs and	1.0	0.0067	words rely on vain	1.0	0.0067	everything has its that everything	1.0	0.0067	is acceptability there must be unacceptability	1	0.0067
3533				cleverest mathematician	1.0	0.0067	wrongs and wrong	1.0	0.0067	rely on vain show	1.0	0.0067	has its that everything has	1.0	0.0067	acceptability there must be unacceptability where	1	0.0067
3534				mathematician much	1.0	0.0067	and wrong their	1.0	0.0067	on vain show then	1.0	0.0067	its that everything has its	1.0	0.0067	there must be unacceptability where there	1	0.0067
3535				less an	1.0	0.0067	wrong their rights	1.0	0.0067	vain show then we	1.0	0.0067	that everything has its this	1.0	0.0067	must be unacceptability where there is	1	0.0067
3536				t tell	1.0	0.0067	their rights then	1.0	0.0067	show then we have	1.0	0.0067	everything has its this from	1.0	0.0067	be unacceptability where there is unacceptability	1	0.0067
3537				tell where	1.0	0.0067	rights then the	1.0	0.0067	we have the rights	1.0	0.0067	its this from the point	1.0	0.0067	unacceptability where there is unacceptability there	1	0.0067
3538				ll end	1.0	0.0067	then the best	1.0	0.0067	have the rights and	1.0	0.0067	this from the point of	1.0	0.0067	where there is unacceptability there must	1	0.0067
3539				by moving	1.0	0.0067	is clarity everything	1.0	0.0067	the rights and wrongs	1.0	0.0067	point of view of that	1.0	0.0067	there is unacceptability there must be	1	0.0067
3540				moving from	1.0	0.0067	clarity everything has	1.0	0.0067	rights and wrongs of	1.0	0.0067	of view of that you	1.0	0.0067	is unacceptability there must be acceptability	1	0.0067
3541				from nonbeing	1.0	0.0067	its that everything	1.0	0.0067	and wrongs of the	1.0	0.0067	view of that you cannot	1.0	0.0067	unacceptability there must be acceptability where	1	0.0067
3542				nonbeing to	1.0	0.0067	that everything has	1.0	0.0067	wrongs of the confucians	1.0	0.0067	of that you cannot see	1.0	0.0067	there must be acceptability where there	1	0.0067
3543				to three	1.0	0.0067	view of that	1.0	0.0067	of the confucians and	1.0	0.0067	that you cannot see it	1.0	0.0067	must be acceptability where there is	1	0.0067
3544				three how	1.0	0.0067	that you cannot	1.0	0.0067	the confucians and the	1.0	0.0067	you cannot see it but	1.0	0.0067	be acceptability where there is recognition	1	0.0067
3545				far will	1.0	0.0067	you cannot see	1.0	0.0067	confucians and the mohists	1.0	0.0067	cannot see it but through	1.0	0.0067	acceptability where there is recognition of	1	0.0067
3546				get if	1.0	0.0067	cannot see it	1.0	0.0067	and the mohists what	1.0	0.0067	see it but through understanding	1.0	0.0067	where there is recognition of right	1	0.0067
3547				we move	1.0	0.0067	see it but	1.0	0.0067	the mohists what one	1.0	0.0067	it but through understanding you	1.0	0.0067	there is recognition of right there	1	0.0067
3548				move from	1.0	0.0067	but through understanding	1.0	0.0067	mohists what one calls	1.0	0.0067	but through understanding you can	1.0	0.0067	is recognition of right there must	1	0.0067
3549				being better	1.0	0.0067	through understanding you	1.0	0.0067	what one calls right	1.0	0.0067	through understanding you can know	1.0	0.0067	recognition of right there must be	1	0.0067
3550				better not	1.0	0.0067	understanding you can	1.0	0.0067	one calls right the	1.0	0.0067	understanding you can know it	1.0	0.0067	of right there must be recognition	1	0.0067
3551				move but	1.0	0.0067	you can know	1.0	0.0067	calls right the other	1.0	0.0067	you can know it so	1.0	0.0067	right there must be recognition of	1	0.0067
3552				to let	1.0	0.0067	can know it	1.0	0.0067	right the other calls	1.0	0.0067	can know it so i	1.0	0.0067	there must be recognition of wrong	1	0.0067
3553				let things	1.0	0.0067	know it so	1.0	0.0067	the other calls wrong	1.0	0.0067	know it so i say	1.0	0.0067	must be recognition of wrong where	1	0.0067
3554				things be	1.0	0.0067	i say that	1.0	0.0067	other calls wrong what	1.0	0.0067	it so i say that	1.0	0.0067	be recognition of wrong where there	1	0.0067
3555				way has	1.0	0.0067	say that comes	1.0	0.0067	calls wrong what one	1.0	0.0067	so i say that comes	1.0	0.0067	recognition of wrong where there is	1	0.0067
3556				has never	1.0	0.0067	that comes out	1.0	0.0067	wrong what one calls	1.0	0.0067	i say that comes out	1.0	0.0067	of wrong where there is recognition	1	0.0067
3557				never known	1.0	0.0067	and this depends	1.0	0.0067	what one calls wrong	1.0	0.0067	say that comes out of	1.0	0.0067	wrong where there is recognition of	1	0.0067
3558				known boundaries	1.0	0.0067	this depends on	1.0	0.0067	one calls wrong the	1.0	0.0067	that comes out of this	1.0	0.0067	where there is recognition of wrong	1	0.0067
3559				boundaries speech	1.0	0.0067	depends on that	1.0	0.0067	calls wrong the other	1.0	0.0067	comes out of this and	1.0	0.0067	there is recognition of wrong there	1	0.0067
3560				speech has	1.0	0.0067	is to say	1.0	0.0067	wrong the other calls	1.0	0.0067	of this and this depends	1.0	0.0067	is recognition of wrong there must	1	0.0067
