id	1gram	1freq	1freqratio	2gram	2freq	2freqratio	3gram	3freq	3freqratio	4gram	4freq	4freqratio	5gram	5freq	5freqratio	6gram	6freq	6freqratio
1792				surplus would	1.0	0.0095	ever more alien	1.0	0.0095	a state of growing	1.0	0.0095	the number of labourers and	1.0	0.0095	misery with complications and in a	1	0.0095
1793				die thus	1.0	0.0095	more alien to	1.0	0.0095	state of growing advancing	1.0	0.0095	number of labourers and the	1.0	0.0095	with complications and in a fully	1	0.0095
1794				a declining	1.0	0.0095	to him similarly	1.0	0.0095	of growing advancing wealth	1.0	0.0095	of labourers and the country	1.0	0.0095	complications and in a fully developed	1	0.0095
1795				declining state	1.0	0.0095	him similarly the	1.0	0.0095	growing advancing wealth eventually	1.0	0.0095	labourers and the country being	1.0	0.0095	and in a fully developed state	1	0.0095
1796				society increasing	1.0	0.0095	similarly the division	1.0	0.0095	advancing wealth eventually however	1.0	0.0095	and the country being already	1.0	0.0095	in a fully developed state of	1	0.0095
1797				increasing misery	1.0	0.0095	of labour renders	1.0	0.0095	wealth eventually however this	1.0	0.0095	the country being already fully	1.0	0.0095	a fully developed state of society	1	0.0095
1798				misery of	1.0	0.0095	labour renders him	1.0	0.0095	eventually however this state	1.0	0.0095	country being already fully peopled	1.0	0.0095	fully developed state of society static	1	0.0095
1799				an advancing	1.0	0.0095	renders him ever	1.0	0.0095	however this state of	1.0	0.0095	being already fully peopled that	1.0	0.0095	developed state of society static misery	1	0.0095
1800				advancing state	1.0	0.0095	him ever more	1.0	0.0095	this state of growth	1.0	0.0095	already fully peopled that number	1.0	0.0095	state of society static misery since	1	0.0095
1801				state misery	1.0	0.0095	ever more one	1.0	0.0095	state of growth must	1.0	0.0095	fully peopled that number could	1.0	0.0095	of society static misery since however	1	0.0095
1802				misery with	1.0	0.0095	more one sided	1.0	0.0095	of growth must sooner	1.0	0.0095	peopled that number could never	1.0	0.0095	society static misery since however according	1	0.0095
1803				with complications	1.0	0.0095	one sided and	1.0	0.0095	growth must sooner or	1.0	0.0095	that number could never be	1.0	0.0095	static misery since however according to	1	0.0095
1804				complications and	1.0	0.0095	sided and dependent	1.0	0.0095	must sooner or later	1.0	0.0095	number could never be augmented	1.0	0.0095	misery since however according to smith	1	0.0095
1805				a fully	1.0	0.0095	and dependent bringing	1.0	0.0095	sooner or later reach	1.0	0.0095	could never be augmented adam	1.0	0.0095	since however according to smith a	1	0.0095
1806				fully developed	1.0	0.0095	dependent bringing with	1.0	0.0095	or later reach its	1.0	0.0095	never be augmented adam smith	1.0	0.0095	however according to smith a society	1	0.0095
1807				developed state	1.0	0.0095	bringing with it	1.0	0.0095	later reach its peak	1.0	0.0095	be augmented adam smith wealth	1.0	0.0095	according to smith a society is	1	0.0095
1808				society static	1.0	0.0095	it the competition	1.0	0.0095	reach its peak what	1.0	0.0095	augmented adam smith wealth of	1.0	0.0095	to smith a society is not	1	0.0095
1809				misery since	1.0	0.0095	the competition not	1.0	0.0095	its peak what is	1.0	0.0095	adam smith wealth of nations	1.0	0.0095	smith a society is not happy	1	0.0095
1810				since however	1.0	0.0095	competition not only	1.0	0.0095	peak what is the	1.0	0.0095	smith wealth of nations vol	1.0	0.0095	a society is not happy of	1	0.0095
1811				however according	1.0	0.0095	only of men	1.0	0.0095	what is the worker	1.0	0.0095	wealth of nations vol i	1.0	0.0095	society is not happy of which	1	0.0095
1812				smith a	1.0	0.0095	of men but	1.0	0.0095	the worker s position	1.0	0.0095	of nations vol i p	1.0	0.0095	is not happy of which the	1	0.0095
1813				not happy	1.0	0.0095	men but also	1.0	0.0095	worker s position now	1.0	0.0095	nations vol i p 84	1.0	0.0095	not happy of which the greater	1	0.0095
1814				happy of	1.0	0.0095	but also of	1.0	0.0095	s position now 3	1.0	0.0095	vol i p 84 the	1.0	0.0095	happy of which the greater part	1	0.0095
1815				part suffers	1.0	0.0095	also of machines	1.0	0.0095	position now 3 in	1.0	0.0095	i p 84 the surplus	1.0	0.0095	of which the greater part suffers	1	0.0095
1816				suffers yet	1.0	0.0095	of machines since	1.0	0.0095	now 3 in a	1.0	0.0095	p 84 the surplus would	1.0	0.0095	which the greater part suffers yet	1	0.0095
1817				yet even	1.0	0.0095	machines since the	1.0	0.0095	3 in a country	1.0	0.0095	84 the surplus would have	1.0	0.0095	the greater part suffers yet even	1	0.0095
1818				wealthiest state	1.0	0.0095	since the worker	1.0	0.0095	in a country which	1.0	0.0095	the surplus would have to	1.0	0.0095	greater part suffers yet even the	1	0.0095
1819				society leads	1.0	0.0095	worker has sunk	1.0	0.0095	a country which had	1.0	0.0095	surplus would have to die	1.0	0.0095	part suffers yet even the wealthiest	1	0.0095
1820				this suffering	1.0	0.0095	has sunk to	1.0	0.0095	country which had acquired	1.0	0.0095	would have to die thus	1.0	0.0095	suffers yet even the wealthiest state	1	0.0095
1821				suffering of	1.0	0.0095	sunk to the	1.0	0.0095	which had acquired that	1.0	0.0095	have to die thus in	1.0	0.0095	yet even the wealthiest state of	1	0.0095
1822				the majority	1.0	0.0095	a machine he	1.0	0.0095	had acquired that full	1.0	0.0095	to die thus in a	1.0	0.0095	even the wealthiest state of society	1	0.0095
1823				majority and	1.0	0.0095	machine he can	1.0	0.0095	acquired that full complement	1.0	0.0095	die thus in a declining	1.0	0.0095	the wealthiest state of society leads	1	0.0095
1824				and since	1.0	0.0095	can be confronted	1.0	0.0095	that full complement of	1.0	0.0095	thus in a declining state	1.0	0.0095	wealthiest state of society leads to	1	0.0095
1825				system 7	1.0	0.0095	be confronted by	1.0	0.0095	full complement of riches	1.0	0.0095	in a declining state of	1.0	0.0095	state of society leads to this	1	0.0095
1826				7 and	1.0	0.0095	confronted by the	1.0	0.0095	complement of riches both	1.0	0.0095	a declining state of society	1.0	0.0095	of society leads to this suffering	1	0.0095
1827				general a	1.0	0.0095	by the machine	1.0	0.0095	of riches both the	1.0	0.0095	declining state of society increasing	1.0	0.0095	society leads to this suffering of	1	0.0095
1828				society based	1.0	0.0095	the machine as	1.0	0.0095	riches both the wages	1.0	0.0095	state of society increasing misery	1.0	0.0095	leads to this suffering of the	1	0.0095
1829				based on	1.0	0.0095	machine as a	1.0	0.0095	both the wages of	1.0	0.0095	of society increasing misery of	1.0	0.0095	to this suffering of the majority	1	0.0095
1830				on private	1.0	0.0095	as a competitor	1.0	0.0095	wages of labour and	1.0	0.0095	society increasing misery of the	1.0	0.0095	this suffering of the majority and	1	0.0095
1831				private interest	1.0	0.0095	a competitor finally	1.0	0.0095	labour and the profits	1.0	0.0095	increasing misery of the worker	1.0	0.0095	suffering of the majority and since	1	0.0095
1832				interest leads	1.0	0.0095	competitor finally as	1.0	0.0095	and the profits of	1.0	0.0095	misery of the worker in	1.0	0.0095	of the majority and since the	1	0.0095
1833				this wealthiest	1.0	0.0095	finally as the	1.0	0.0095	the profits of stock	1.0	0.0095	of the worker in an	1.0	0.0095	the majority and since the economic	1	0.0095
1834				wealthiest condition	1.0	0.0095	as the amassing	1.0	0.0095	profits of stock would	1.0	0.0095	the worker in an advancing	1.0	0.0095	majority and since the economic system	1	0.0095
1835				condition it	1.0	0.0095	the amassing of	1.0	0.0095	of stock would probably	1.0	0.0095	worker in an advancing state	1.0	0.0095	and since the economic system 7	1	0.0095
1836				system is	1.0	0.0095	amassing of capital	1.0	0.0095	stock would probably be	1.0	0.0095	in an advancing state misery	1.0	0.0095	since the economic system 7 and	1	0.0095
1837				the unhappiness	1.0	0.0095	increases the amount	1.0	0.0095	would probably be very	1.0	0.0095	an advancing state misery with	1.0	0.0095	the economic system 7 and in	1	0.0095
1838				unhappiness of	1.0	0.0095	of industry and	1.0	0.0095	probably be very low	1.0	0.0095	advancing state misery with complications	1.0	0.0095	economic system 7 and in general	1	0.0095
1839				society concerning	1.0	0.0095	industry and therefore	1.0	0.0095	be very low the	1.0	0.0095	state misery with complications and	1.0	0.0095	system 7 and in general a	1	0.0095
1840				concerning the	1.0	0.0095	and therefore the	1.0	0.0095	very low the competition	1.0	0.0095	misery with complications and in	1.0	0.0095	7 and in general a society	1	0.0095
1841				between worker	1.0	0.0095	therefore the number	1.0	0.0095	low the competition for	1.0	0.0095	with complications and in a	1.0	0.0095	and in general a society based	1	0.0095
1842				capitalist we	1.0	0.0095	of workers it	1.0	0.0095	the competition for employment	1.0	0.0095	complications and in a fully	1.0	0.0095	in general a society based on	1	0.0095
1843				should add	1.0	0.0095	workers it causes	1.0	0.0095	competition for employment would	1.0	0.0095	and in a fully developed	1.0	0.0095	general a society based on private	1	0.0095
1844				add that	1.0	0.0095	it causes the	1.0	0.0095	for employment would necessarily	1.0	0.0095	in a fully developed state	1.0	0.0095	a society based on private interest	1	0.0095
1845				compensated for	1.0	0.0095	causes the same	1.0	0.0095	employment would necessarily be	1.0	0.0095	a fully developed state of	1.0	0.0095	society based on private interest leads	1	0.0095
1846				for rising	1.0	0.0095	the same amount	1.0	0.0095	would necessarily be so	1.0	0.0095	fully developed state of society	1.0	0.0095	based on private interest leads to	1	0.0095
1847				wages by	1.0	0.0095	same amount of	1.0	0.0095	necessarily be so great	1.0	0.0095	developed state of society static	1.0	0.0095	on private interest leads to this	1	0.0095
1848				that rising	1.0	0.0095	of industry to	1.0	0.0095	be so great as	1.0	0.0095	state of society static misery	1.0	0.0095	private interest leads to this wealthiest	1	0.0095
1849				and rising	1.0	0.0095	industry to manufacture	1.0	0.0095	so great as to	1.0	0.0095	of society static misery since	1.0	0.0095	interest leads to this wealthiest condition	1	0.0095
1850				rising interest	1.0	0.0095	to manufacture a	1.0	0.0095	great as to reduce	1.0	0.0095	society static misery since however	1.0	0.0095	leads to this wealthiest condition it	1	0.0095
1851				capital operate	1.0	0.0095	manufacture a larger	1.0	0.0095	as to reduce the	1.0	0.0095	static misery since however according	1.0	0.0095	to this wealthiest condition it follows	1	0.0095
1852				commodities like	1.0	0.0095	a larger amount	1.0	0.0095	to reduce the wages	1.0	0.0095	misery since however according to	1.0	0.0095	this wealthiest condition it follows that	1	0.0095
1853				like simple	1.0	0.0095	larger amount of	1.0	0.0095	reduce the wages of	1.0	0.0095	since however according to smith	1.0	0.0095	wealthiest condition it follows that the	1	0.0095
1854				simple and	1.0	0.0095	amount of products	1.0	0.0095	wages of labour to	1.0	0.0095	however according to smith a	1.0	0.0095	condition it follows that the goal	1	0.0095
1855				and compound	1.0	0.0095	of products which	1.0	0.0095	of labour to what	1.0	0.0095	according to smith a society	1.0	0.0095	it follows that the goal of	1	0.0095
1856				compound interest	1.0	0.0095	products which leads	1.0	0.0095	labour to what was	1.0	0.0095	to smith a society is	1.0	0.0095	follows that the goal of the	1	0.0095
1857				interest respectively	1.0	0.0095	which leads to	1.0	0.0095	to what was barely	1.0	0.0095	smith a society is not	1.0	0.0095	that the goal of the economic	1	0.0095
1858				respectively let	1.0	0.0095	leads to over	1.0	0.0095	what was barely sufficient	1.0	0.0095	a society is not happy	1.0	0.0095	the goal of the economic system	1	0.0095
1859				us put	1.0	0.0095	to over production	1.0	0.0095	was barely sufficient to	1.0	0.0095	society is not happy of	1.0	0.0095	goal of the economic system is	1	0.0095
1860				put ourselves	1.0	0.0095	production and thus	1.0	0.0095	barely sufficient to keep	1.0	0.0095	is not happy of which	1.0	0.0095	of the economic system is the	1	0.0095
1861				now wholly	1.0	0.0095	and thus either	1.0	0.0095	sufficient to keep up	1.0	0.0095	not happy of which the	1.0	0.0095	the economic system is the unhappiness	1	0.0095
1862				wholly at	1.0	0.0095	thus either ends	1.0	0.0095	to keep up the	1.0	0.0095	happy of which the greater	1.0	0.0095	economic system is the unhappiness of	1	0.0095
1863				economist and	1.0	0.0095	either ends by	1.0	0.0095	keep up the number	1.0	0.0095	of which the greater part	1.0	0.0095	system is the unhappiness of society	1	0.0095
1864				and follow	1.0	0.0095	ends by throwing	1.0	0.0095	up the number of	1.0	0.0095	which the greater part suffers	1.0	0.0095	is the unhappiness of society concerning	1	0.0095
1865				follow him	1.0	0.0095	by throwing a	1.0	0.0095	the number of labourers	1.0	0.0095	the greater part suffers yet	1.0	0.0095	the unhappiness of society concerning the	1	0.0095
1866				in comparing	1.0	0.0095	throwing a large	1.0	0.0095	number of labourers and	1.0	0.0095	greater part suffers yet even	1.0	0.0095	unhappiness of society concerning the relationship	1	0.0095
1867				comparing the	1.0	0.0095	a large section	1.0	0.0095	of labourers and the	1.0	0.0095	part suffers yet even the	1.0	0.0095	of society concerning the relationship between	1	0.0095
1868				the theoretical	1.0	0.0095	large section of	1.0	0.0095	labourers and the country	1.0	0.0095	suffers yet even the wealthiest	1.0	0.0095	society concerning the relationship between worker	1	0.0095
1869				theoretical and	1.0	0.0095	section of workers	1.0	0.0095	and the country being	1.0	0.0095	yet even the wealthiest state	1.0	0.0095	concerning the relationship between worker and	1	0.0095
1870				and practical	1.0	0.0095	of workers out	1.0	0.0095	the country being already	1.0	0.0095	even the wealthiest state of	1.0	0.0095	the relationship between worker and capitalist	1	0.0095
1871				practical claims	1.0	0.0095	workers out of	1.0	0.0095	country being already fully	1.0	0.0095	the wealthiest state of society	1.0	0.0095	relationship between worker and capitalist we	1	0.0095
1872				claims of	1.0	0.0095	out of work	1.0	0.0095	being already fully peopled	1.0	0.0095	wealthiest state of society leads	1.0	0.0095	between worker and capitalist we should	1	0.0095
1873				workers he	1.0	0.0095	of work or	1.0	0.0095	already fully peopled that	1.0	0.0095	state of society leads to	1.0	0.0095	worker and capitalist we should add	1	0.0095
1874				that originally	1.0	0.0095	work or by	1.0	0.0095	fully peopled that number	1.0	0.0095	of society leads to this	1.0	0.0095	and capitalist we should add that	1	0.0095
1875				originally and	1.0	0.0095	or by reducing	1.0	0.0095	peopled that number could	1.0	0.0095	society leads to this suffering	1.0	0.0095	capitalist we should add that the	1	0.0095
1876				theory the	1.0	0.0095	by reducing their	1.0	0.0095	that number could never	1.0	0.0095	leads to this suffering of	1.0	0.0095	we should add that the capitalist	1	0.0095
1877				whole product	1.0	0.0095	reducing their wages	1.0	0.0095	number could never be	1.0	0.0095	to this suffering of the	1.0	0.0095	should add that the capitalist is	1	0.0095
1878				labour belongs	1.0	0.0095	their wages to	1.0	0.0095	could never be augmented	1.0	0.0095	this suffering of the majority	1.0	0.0095	add that the capitalist is more	1	0.0095
1879				fact what	1.0	0.0095	wages to the	1.0	0.0095	never be augmented adam	1.0	0.0095	suffering of the majority and	1.0	0.0095	that the capitalist is more than	1	0.0095
1880				worker gets	1.0	0.0095	the most miserable	1.0	0.0095	be augmented adam smith	1.0	0.0095	of the majority and since	1.0	0.0095	the capitalist is more than compensated	1	0.0095
1881				gets is	1.0	0.0095	most miserable minimum	1.0	0.0095	augmented adam smith wealth	1.0	0.0095	the majority and since the	1.0	0.0095	capitalist is more than compensated for	1	0.0095
1882				the smallest	1.0	0.0095	miserable minimum such	1.0	0.0095	adam smith wealth of	1.0	0.0095	majority and since the economic	1.0	0.0095	is more than compensated for rising	1	0.0095
1883				smallest and	1.0	0.0095	minimum such are	1.0	0.0095	smith wealth of nations	1.0	0.0095	and since the economic system	1.0	0.0095	more than compensated for rising wages	1	0.0095
1884				and utterly	1.0	0.0095	are the consequences	1.0	0.0095	wealth of nations vol	1.0	0.0095	since the economic system 7	1.0	0.0095	than compensated for rising wages by	1	0.0095
1885				utterly indispensable	1.0	0.0095	the consequences of	1.0	0.0095	of nations vol i	1.0	0.0095	the economic system 7 and	1.0	0.0095	compensated for rising wages by the	1	0.0095
1886				indispensable part	1.0	0.0095	consequences of a	1.0	0.0095	nations vol i p	1.0	0.0095	economic system 7 and in	1.0	0.0095	for rising wages by the reduction	1	0.0095
1887				much only	1.0	0.0095	society most favourable	1.0	0.0095	vol i p 84	1.0	0.0095	system 7 and in general	1.0	0.0095	rising wages by the reduction in	1	0.0095
1888				existence not	1.0	0.0095	most favourable to	1.0	0.0095	i p 84 the	1.0	0.0095	7 and in general a	1.0	0.0095	wages by the reduction in the	1	0.0095
1889				the propagation	1.0	0.0095	favourable to the	1.0	0.0095	p 84 the surplus	1.0	0.0095	and in general a society	1.0	0.0095	the amount of labour time and	1	0.0095
1890				propagation not	1.0	0.0095	the worker namely	1.0	0.0095	84 the surplus would	1.0	0.0095	in general a society based	1.0	0.0095	amount of labour time and that	1	0.0095
1891				humanity but	1.0	0.0095	worker namely of	1.0	0.0095	the surplus would have	1.0	0.0095	general a society based on	1.0	0.0095	of labour time and that rising	1	0.0095
1892				slave class	1.0	0.0095	namely of a	1.0	0.0095	surplus would have to	1.0	0.0095	a society based on private	1.0	0.0095	labour time and that rising wages	1	0.0095
1893				economist tells	1.0	0.0095	state of growing	1.0	0.0095	would have to die	1.0	0.0095	society based on private interest	1.0	0.0095	time and that rising wages and	1	0.0095
1894				everything is	1.0	0.0095	of growing advancing	1.0	0.0095	have to die thus	1.0	0.0095	based on private interest leads	1.0	0.0095	and that rising wages and rising	1	0.0095
1895				is bought	1.0	0.0095	growing advancing wealth	1.0	0.0095	to die thus in	1.0	0.0095	on private interest leads to	1.0	0.0095	that rising wages and rising interest	1	0.0095
1896				bought with	1.0	0.0095	advancing wealth eventually	1.0	0.0095	die thus in a	1.0	0.0095	private interest leads to this	1.0	0.0095	rising wages and rising interest on	1	0.0095
1897				with labour	1.0	0.0095	wealth eventually however	1.0	0.0095	thus in a declining	1.0	0.0095	interest leads to this wealthiest	1.0	0.0095	wages and rising interest on capital	1	0.0095
1898				that capital	1.0	0.0095	eventually however this	1.0	0.0095	in a declining state	1.0	0.0095	leads to this wealthiest condition	1.0	0.0095	and rising interest on capital operate	1	0.0095
1899				but accumulated	1.0	0.0095	however this state	1.0	0.0095	a declining state of	1.0	0.0095	to this wealthiest condition it	1.0	0.0095	rising interest on capital operate on	1	0.0095
1900				labour but	1.0	0.0095	this state of	1.0	0.0095	declining state of society	1.0	0.0095	this wealthiest condition it follows	1.0	0.0095	interest on capital operate on the	1	0.0095
1901				worker far	1.0	0.0095	state of growth	1.0	0.0095	state of society increasing	1.0	0.0095	wealthiest condition it follows that	1.0	0.0095	on capital operate on the price	1	0.0095
1902				far from	1.0	0.0095	of growth must	1.0	0.0095	of society increasing misery	1.0	0.0095	condition it follows that the	1.0	0.0095	capital operate on the price of	1	0.0095
1903				being able	1.0	0.0095	growth must sooner	1.0	0.0095	society increasing misery of	1.0	0.0095	it follows that the goal	1.0	0.0095	operate on the price of commodities	1	0.0095
1904				buy everything	1.0	0.0095	must sooner or	1.0	0.0095	increasing misery of the	1.0	0.0095	follows that the goal of	1.0	0.0095	on the price of commodities like	1	0.0095
1905				everything must	1.0	0.0095	sooner or later	1.0	0.0095	misery of the worker	1.0	0.0095	that the goal of the	1.0	0.0095	the price of commodities like simple	1	0.0095
1906				must sell	1.0	0.0095	or later reach	1.0	0.0095	the worker in an	1.0	0.0095	the goal of the economic	1.0	0.0095	price of commodities like simple and	1	0.0095
1907				sell himself	1.0	0.0095	later reach its	1.0	0.0095	worker in an advancing	1.0	0.0095	goal of the economic system	1.0	0.0095	of commodities like simple and compound	1	0.0095
1908				his humanity	1.0	0.0095	reach its peak	1.0	0.0095	in an advancing state	1.0	0.0095	of the economic system is	1.0	0.0095	commodities like simple and compound interest	1	0.0095
1909				humanity whilst	1.0	0.0095	its peak what	1.0	0.0095	an advancing state misery	1.0	0.0095	the economic system is the	1.0	0.0095	like simple and compound interest respectively	1	0.0095
1910				the rent	1.0	0.0095	peak what is	1.0	0.0095	advancing state misery with	1.0	0.0095	economic system is the unhappiness	1.0	0.0095	simple and compound interest respectively let	1	0.0095
1911				the idle	1.0	0.0095	worker s position	1.0	0.0095	state misery with complications	1.0	0.0095	system is the unhappiness of	1.0	0.0095	and compound interest respectively let us	1	0.0095
1912				idle landowner	1.0	0.0095	s position now	1.0	0.0095	misery with complications and	1.0	0.0095	is the unhappiness of society	1.0	0.0095	compound interest respectively let us put	1	0.0095
1913				landowner usually	1.0	0.0095	position now 3	1.0	0.0095	with complications and in	1.0	0.0095	the unhappiness of society concerning	1.0	0.0095	interest respectively let us put ourselves	1	0.0095
1914				usually amounts	1.0	0.0095	now 3 in	1.0	0.0095	complications and in a	1.0	0.0095	unhappiness of society concerning the	1.0	0.0095	respectively let us put ourselves now	1	0.0095
1915				third of	1.0	0.0095	3 in a	1.0	0.0095	and in a fully	1.0	0.0095	of society concerning the relationship	1.0	0.0095	let us put ourselves now wholly	1	0.0095
1916				the busy	1.0	0.0095	in a country	1.0	0.0095	in a fully developed	1.0	0.0095	society concerning the relationship between	1.0	0.0095	us put ourselves now wholly at	1	0.0095
1917				busy capitalist	1.0	0.0095	a country which	1.0	0.0095	a fully developed state	1.0	0.0095	concerning the relationship between worker	1.0	0.0095	put ourselves now wholly at the	1	0.0095
1918				as twice	1.0	0.0095	country which had	1.0	0.0095	fully developed state of	1.0	0.0095	the relationship between worker and	1.0	0.0095	ourselves now wholly at the standpoint	1	0.0095
1919				twice the	1.0	0.0095	which had acquired	1.0	0.0095	developed state of society	1.0	0.0095	relationship between worker and capitalist	1.0	0.0095	now wholly at the standpoint of	1	0.0095
1920				money the	1.0	0.0095	had acquired that	1.0	0.0095	state of society static	1.0	0.0095	between worker and capitalist we	1.0	0.0095	wholly at the standpoint of the	1	0.0095
1921				the something	1.0	0.0095	acquired that full	1.0	0.0095	of society static misery	1.0	0.0095	worker and capitalist we should	1.0	0.0095	at the standpoint of the political	1	0.0095
1922				something more	1.0	0.0095	that full complement	1.0	0.0095	society static misery since	1.0	0.0095	and capitalist we should add	1.0	0.0095	the standpoint of the political economist	1	0.0095
1923				himself earns	1.0	0.0095	full complement of	1.0	0.0095	static misery since however	1.0	0.0095	capitalist we should add that	1.0	0.0095	standpoint of the political economist and	1	0.0095
1924				earns at	1.0	0.0095	complement of riches	1.0	0.0095	misery since however according	1.0	0.0095	we should add that the	1.0	0.0095	of the political economist and follow	1	0.0095
1925				the best	1.0	0.0095	of riches both	1.0	0.0095	since however according to	1.0	0.0095	should add that the capitalist	1.0	0.0095	the political economist and follow him	1	0.0095
1926				best of	1.0	0.0095	riches both the	1.0	0.0095	however according to smith	1.0	0.0095	add that the capitalist is	1.0	0.0095	political economist and follow him in	1	0.0095
1927				of times	1.0	0.0095	both the wages	1.0	0.0095	according to smith a	1.0	0.0095	that the capitalist is more	1.0	0.0095	economist and follow him in comparing	1	0.0095
1928				times amounts	1.0	0.0095	and the profits	1.0	0.0095	to smith a society	1.0	0.0095	the capitalist is more than	1.0	0.0095	and follow him in comparing the	1	0.0095
1929				so little	1.0	0.0095	the profits of	1.0	0.0095	smith a society is	1.0	0.0095	capitalist is more than compensated	1.0	0.0095	follow him in comparing the theoretical	1	0.0095
1930				little that	1.0	0.0095	profits of stock	1.0	0.0095	a society is not	1.0	0.0095	is more than compensated for	1.0	0.0095	him in comparing the theoretical and	1	0.0095
1931				of four	1.0	0.0095	of stock would	1.0	0.0095	society is not happy	1.0	0.0095	more than compensated for rising	1.0	0.0095	in comparing the theoretical and practical	1	0.0095
1932				four children	1.0	0.0095	stock would probably	1.0	0.0095	is not happy of	1.0	0.0095	than compensated for rising wages	1.0	0.0095	comparing the theoretical and practical claims	1	0.0095
1933				children of	1.0	0.0095	would probably be	1.0	0.0095	not happy of which	1.0	0.0095	compensated for rising wages by	1.0	0.0095	the theoretical and practical claims of	1	0.0095
1934				his two	1.0	0.0095	probably be very	1.0	0.0095	happy of which the	1.0	0.0095	for rising wages by the	1.0	0.0095	theoretical and practical claims of the	1	0.0095
1935				two must	1.0	0.0095	be very low	1.0	0.0095	of which the greater	1.0	0.0095	rising wages by the reduction	1.0	0.0095	and practical claims of the workers	1	0.0095
1936				must starve	1.0	0.0095	very low the	1.0	0.0095	which the greater part	1.0	0.0095	wages by the reduction in	1.0	0.0095	practical claims of the workers he	1	0.0095
1937				starve and	1.0	0.0095	low the competition	1.0	0.0095	the greater part suffers	1.0	0.0095	amount of labour time and	1.0	0.0095	claims of the workers he tells	1	0.0095
1938				and die	1.0	0.0095	the competition for	1.0	0.0095	greater part suffers yet	1.0	0.0095	of labour time and that	1.0	0.0095	of the workers he tells us	1	0.0095
1939				die whilst	1.0	0.0095	competition for employment	1.0	0.0095	part suffers yet even	1.0	0.0095	labour time and that rising	1.0	0.0095	the workers he tells us that	1	0.0095
1940				economists it	1.0	0.0095	for employment would	1.0	0.0095	suffers yet even the	1.0	0.0095	time and that rising wages	1.0	0.0095	workers he tells us that originally	1	0.0095
1941				is solely	1.0	0.0095	employment would necessarily	1.0	0.0095	yet even the wealthiest	1.0	0.0095	and that rising wages and	1.0	0.0095	he tells us that originally and	1	0.0095
1942				solely through	1.0	0.0095	would necessarily be	1.0	0.0095	even the wealthiest state	1.0	0.0095	that rising wages and rising	1.0	0.0095	tells us that originally and in	1	0.0095
1943				through labour	1.0	0.0095	necessarily be so	1.0	0.0095	the wealthiest state of	1.0	0.0095	rising wages and rising interest	1.0	0.0095	us that originally and in theory	1	0.0095
1944				labour that	1.0	0.0095	be so great	1.0	0.0095	wealthiest state of society	1.0	0.0095	wages and rising interest on	1.0	0.0095	that originally and in theory the	1	0.0095
1945				man enhances	1.0	0.0095	so great as	1.0	0.0095	state of society leads	1.0	0.0095	and rising interest on capital	1.0	0.0095	originally and in theory the whole	1	0.0095
1946				enhances the	1.0	0.0095	great as to	1.0	0.0095	of society leads to	1.0	0.0095	rising interest on capital operate	1.0	0.0095	and in theory the whole product	1	0.0095
1947				nature whilst	1.0	0.0095	as to reduce	1.0	0.0095	society leads to this	1.0	0.0095	interest on capital operate on	1.0	0.0095	in theory the whole product of	1	0.0095
1948				s active	1.0	0.0095	to reduce the	1.0	0.0095	leads to this suffering	1.0	0.0095	on capital operate on the	1.0	0.0095	theory the whole product of labour	1	0.0095
1949				active possession	1.0	0.0095	reduce the wages	1.0	0.0095	to this suffering of	1.0	0.0095	capital operate on the price	1.0	0.0095	the whole product of labour belongs	1	0.0095
1950				possession according	1.0	0.0095	labour to what	1.0	0.0095	this suffering of the	1.0	0.0095	operate on the price of	1.0	0.0095	whole product of labour belongs to	1	0.0095
1951				same political	1.0	0.0095	what was barely	1.0	0.0095	suffering of the majority	1.0	0.0095	on the price of commodities	1.0	0.0095	product of labour belongs to the	1	0.0095
1952				capitalist who	1.0	0.0095	was barely sufficient	1.0	0.0095	of the majority and	1.0	0.0095	the price of commodities like	1.0	0.0095	of labour belongs to the worker	1	0.0095
1953				who qua	1.0	0.0095	barely sufficient to	1.0	0.0095	the majority and since	1.0	0.0095	price of commodities like simple	1.0	0.0095	labour belongs to the worker but	1	0.0095
1954				qua landowner	1.0	0.0095	sufficient to keep	1.0	0.0095	majority and since the	1.0	0.0095	of commodities like simple and	1.0	0.0095	belongs to the worker but at	1	0.0095
1955				capitalist are	1.0	0.0095	to keep up	1.0	0.0095	and since the economic	1.0	0.0095	commodities like simple and compound	1.0	0.0095	to the worker but at the	1	0.0095
1956				are merely	1.0	0.0095	keep up the	1.0	0.0095	since the economic system	1.0	0.0095	like simple and compound interest	1.0	0.0095	the worker but at the same	1	0.0095
1957				merely privileged	1.0	0.0095	up the number	1.0	0.0095	the economic system 7	1.0	0.0095	simple and compound interest respectively	1.0	0.0095	worker but at the same time	1	0.0095
1958				privileged and	1.0	0.0095	number of labourers	1.0	0.0095	economic system 7 and	1.0	0.0095	and compound interest respectively let	1.0	0.0095	time he tells us that in	1	0.0095
1959				and idle	1.0	0.0095	of labourers and	1.0	0.0095	system 7 and in	1.0	0.0095	compound interest respectively let us	1.0	0.0095	he tells us that in actual	1	0.0095
1960				idle gods	1.0	0.0095	labourers and the	1.0	0.0095	7 and in general	1.0	0.0095	interest respectively let us put	1.0	0.0095	tells us that in actual fact	1	0.0095
1961				are everywhere	1.0	0.0095	and the country	1.0	0.0095	and in general a	1.0	0.0095	respectively let us put ourselves	1.0	0.0095	us that in actual fact what	1	0.0095
